time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn,testing_case,psnr,accuracy
10,v1,v2,40.0,20.22,20.0,1.0,0.1011,0.4,27.6446,False,fuzzy_logic_fixed_snr,27.6327,1.0
10,v1,v5,40.0,110.0,20.0,1.0,0.55,0.4,21.7604,False,fuzzy_logic_fixed_snr,21.7326,0.998
10,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.2,20.5654,True,fuzzy_logic_fixed_snr,2.9489,0.9578
10,v2,v1,20.0,20.22,20.0,0.6,0.1011,0.4,7.6446,True,fuzzy_logic_fixed_snr,2.7897,0.927
10,v2,v5,20.0,130.03,40.0,0.6,0.6502,0.8,0.2916,True,fuzzy_logic_fixed_snr,2.1208,0.7287
10,v3,v4,20.0,50.09,30.0,0.6,0.2504,0.6,3.9938,True,fuzzy_logic_fixed_snr,2.5464,0.8664
10,v3,v7,20.0,100.0,30.0,0.6,0.5,0.6,1.5918,True,fuzzy_logic_fixed_snr,2.2888,0.7934
10,v3,v8,20.0,130.03,10.0,0.6,0.6502,0.2,1.8834,True,fuzzy_logic_fixed_snr,2.3213,0.8051
10,v4,v3,40.0,50.09,30.0,1.0,0.2504,0.6,23.9938,False,fuzzy_logic_fixed_snr,23.9581,1.0
10,v4,v7,40.0,50.09,0.0,1.0,0.2504,0.0,26.402,False,fuzzy_logic_fixed_snr,26.3681,0.998
10,v4,v8,40.0,80.0,20.0,1.0,0.4,0.4,22.8668,False,fuzzy_logic_fixed_snr,22.8277,0.998
10,v4,v12,40.0,170.0,20.0,1.0,0.85,0.4,20.2479,True,fuzzy_logic_fixed_snr,2.948,0.9568
10,v4,v16,40.0,170.0,20.0,1.0,0.85,0.4,20.2479,True,fuzzy_logic_fixed_snr,2.9473,0.9533
11,v1,v2,40.0,3.0,10.0,1.0,0.015,0.2,34.9789,False,fuzzy_logic_fixed_snr,34.9407,0.999
11,v1,v5,40.0,90.0,10.0,1.0,0.45,0.2,23.1619,False,fuzzy_logic_fixed_snr,23.1392,0.999
11,v2,v1,20.0,3.0,10.0,0.6,0.015,0.2,14.9789,False,fuzzy_logic_fixed_snr,14.9426,0.9971
11,v2,v5,20.0,90.05,20.0,0.6,0.4502,0.4,2.4556,True,fuzzy_logic_fixed_snr,2.3956,0.8291
11,v2,v6,20.0,200.0,0.0,0.6,1.0,0.0,1.5918,True,fuzzy_logic_fixed_snr,2.298,0.7758
