time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn,testing_case,psnr,accuracy
10,v1,v2,40.0,20.22,20.0,1.0,0.1011,0.4,36.9112,False,fuzzy_logic_fixed_snr,36.8797,0.999
10,v1,v5,40.0,110.0,20.0,1.0,0.55,0.4,35.4401,False,fuzzy_logic_fixed_snr,35.4143,0.998
10,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.2,35.1414,True,fuzzy_logic_fixed_snr,2.9568,0.9514
10,v2,v1,20.0,20.22,20.0,0.6,0.1011,0.4,16.9112,True,fuzzy_logic_fixed_snr,2.9403,0.9504
10,v2,v5,20.0,130.03,40.0,0.6,0.6502,0.8,15.0729,True,fuzzy_logic_fixed_snr,2.9299,0.95
10,v3,v4,20.0,50.09,30.0,0.6,0.2504,0.6,15.9984,True,fuzzy_logic_fixed_snr,2.9337,0.9549
10,v3,v7,20.0,100.0,30.0,0.6,0.5,0.6,15.3979,True,fuzzy_logic_fixed_snr,2.9283,0.9461
10,v3,v8,20.0,130.03,10.0,0.6,0.6502,0.2,15.4709,True,fuzzy_logic_fixed_snr,2.9303,0.9529
10,v4,v3,40.0,50.09,30.0,1.0,0.2504,0.6,35.9984,False,fuzzy_logic_fixed_snr,35.9679,1.0
10,v4,v7,40.0,50.09,0.0,1.0,0.2504,0.0,36.6005,False,fuzzy_logic_fixed_snr,36.5778,1.0
10,v4,v8,40.0,80.0,20.0,1.0,0.4,0.4,35.7167,False,fuzzy_logic_fixed_snr,35.6862,0.999
10,v4,v12,40.0,170.0,20.0,1.0,0.85,0.4,35.062,True,fuzzy_logic_fixed_snr,2.9566,0.9523
10,v4,v16,40.0,170.0,20.0,1.0,0.85,0.4,35.062,True,fuzzy_logic_fixed_snr,2.9566,0.9504
11,v1,v2,40.0,3.0,10.0,1.0,0.015,0.2,38.7447,False,fuzzy_logic_fixed_snr,38.729,0.999
11,v1,v5,40.0,90.0,10.0,1.0,0.45,0.2,35.7905,False,fuzzy_logic_fixed_snr,35.7611,1.0
