time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn,testing_case,psnr,accuracy
10,v1,v2,40.0,20.22,20.0,1.0,0.1011,0.4,27.6446,False,fuzzy_logic_fixed_snr,33.7823,0.9887
10,v1,v5,40.0,110.0,20.0,1.0,0.55,0.4,21.7604,False,fuzzy_logic_fixed_snr,27.8957,0.9867
10,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.2,20.5654,True,fuzzy_logic_fixed_snr,24.4779,0.9094
10,v2,v1,20.0,20.22,20.0,0.6,0.1011,0.4,7.6446,True,fuzzy_logic_fixed_snr,23.3411,0.9006
10,v2,v5,20.0,130.03,40.0,0.6,0.6502,0.8,0.2916,True,fuzzy_logic_fixed_snr,19.9263,0.8039
10,v3,v4,20.0,50.09,30.0,0.6,0.2504,0.6,3.9938,True,fuzzy_logic_fixed_snr,22.0892,0.8729
10,v3,v7,20.0,100.0,30.0,0.6,0.5,0.6,1.5918,True,fuzzy_logic_fixed_snr,20.7851,0.8152
10,v3,v8,20.0,130.03,10.0,0.6,0.6502,0.2,1.8834,True,fuzzy_logic_fixed_snr,20.977,0.8238
10,v4,v3,40.0,50.09,30.0,1.0,0.2504,0.6,23.9938,False,fuzzy_logic_fixed_snr,30.1317,0.9873
10,v4,v7,40.0,50.09,0.0,1.0,0.2504,0.0,26.402,False,fuzzy_logic_fixed_snr,32.5366,0.9887
10,v4,v8,40.0,80.0,20.0,1.0,0.4,0.4,22.8668,False,fuzzy_logic_fixed_snr,29.0052,0.9857
10,v4,v12,40.0,170.0,20.0,1.0,0.85,0.4,20.2479,True,fuzzy_logic_fixed_snr,24.4699,0.9129
10,v4,v16,40.0,170.0,20.0,1.0,0.85,0.4,20.2479,True,fuzzy_logic_fixed_snr,24.471,0.91
11,v1,v2,40.0,3.0,10.0,1.0,0.015,0.2,34.9789,False,fuzzy_logic_fixed_snr,41.1163,0.9971
11,v1,v5,40.0,90.0,10.0,1.0,0.45,0.2,23.1619,False,fuzzy_logic_fixed_snr,29.2986,0.9838
11,v2,v1,20.0,3.0,10.0,0.6,0.015,0.2,14.9789,False,fuzzy_logic_fixed_snr,21.1157,0.9445
11,v2,v5,20.0,90.05,20.0,0.6,0.4502,0.4,2.4556,True,fuzzy_logic_fixed_snr,21.3024,0.8529
11,v2,v6,20.0,200.0,0.0,0.6,1.0,0.0,1.5918,True,fuzzy_logic_fixed_snr,20.7816,0.8436
11,v3,v4,20.0,80.06,10.0,0.6,0.4003,0.2,3.5687,True,fuzzy_logic_fixed_snr,21.9011,0.8613
11,v3,v7,20.0,130.0,30.0,0.6,0.65,0.6,0.6802,True,fuzzy_logic_fixed_snr,20.1998,0.815
11,v3,v8,20.0,140.03,20.0,0.6,0.7002,0.4,0.9217,True,fuzzy_logic_fixed_snr,20.3947,0.8213
11,v4,v7,40.0,50.09,20.0,1.0,0.2504,0.4,24.4935,False,fuzzy_logic_fixed_snr,30.6311,0.9828
