time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn,testing_case,psnr,accuracy
10,v1,v2,40.0,23.19,20.0,1.0,0.116,0.2,14.3368,False,fuzzy_logic_fixed_snr,20.4735,0.9275
10,v1,v3,40.0,74.24,20.0,1.0,0.3712,0.2,6.2526,False,fuzzy_logic_fixed_snr,12.3896,0.5684
10,v1,v5,40.0,107.04,20.0,1.0,0.5352,0.2,3.7102,False,fuzzy_logic_fixed_snr,9.8478,0.3666
10,v1,v4,40.0,130.0,10.0,1.0,0.65,0.1,3.7687,False,fuzzy_logic_fixed_snr,9.9078,0.3617
10,v1,v7,40.0,180.0,10.0,1.0,0.9,0.1,1.5074,True,fuzzy_logic_fixed_snr,20.7453,0.8314
10,v2,v1,20.0,23.19,20.0,0.6,0.116,0.2,-5.6632,False,fuzzy_logic_fixed_snr,0.4737,0.1295
10,v2,v3,20.0,97.05,40.0,0.6,0.4852,0.4,-17.3834,True,fuzzy_logic_fixed_snr,2.5175,0.1053
10,v2,v5,20.0,130.0,40.0,0.6,0.65,0.4,-19.4149,True,fuzzy_logic_fixed_snr,1.4708,0.1125
10,v2,v4,20.0,153.03,10.0,0.6,0.7651,0.1,-17.3646,True,fuzzy_logic_fixed_snr,2.5001,0.1053
10,v3,v5,20.0,33.14,0.0,0.6,0.1657,0.0,-4.3248,False,fuzzy_logic_fixed_snr,1.8153,0.134
10,v3,v4,20.0,56.32,30.0,0.6,0.2816,0.3,-12.8271,True,fuzzy_logic_fixed_snr,6.6401,0.1543
10,v3,v1,20.0,74.24,20.0,0.6,0.3712,0.2,-13.7474,True,fuzzy_logic_fixed_snr,5.5609,0.1438
10,v3,v2,20.0,97.05,40.0,0.6,0.4852,0.4,-17.3834,True,fuzzy_logic_fixed_snr,2.503,0.1135
10,v3,v7,20.0,106.17,30.0,0.6,0.5308,0.3,-17.2325,True,fuzzy_logic_fixed_snr,2.6109,0.1135
10,v4,v5,40.0,23.19,30.0,1.0,0.116,0.3,13.3373,False,fuzzy_logic_fixed_snr,19.4742,0.9152
10,v4,v7,40.0,50.0,0.0,1.0,0.25,0.0,12.8165,False,fuzzy_logic_fixed_snr,18.9548,0.9107
10,v4,v6,40.0,54.33,0.0,1.0,0.2717,0.0,12.2391,False,fuzzy_logic_fixed_snr,18.377,0.8973
10,v4,v3,40.0,56.32,30.0,1.0,0.2816,0.3,7.1729,False,fuzzy_logic_fixed_snr,13.311,0.6498
10,v4,v8,40.0,77.06,20.0,1.0,0.3853,0.2,5.9939,False,fuzzy_logic_fixed_snr,12.1325,0.5641
11,v1,v2,40.0,4.24,10.0,1.0,0.0212,0.1,27.5496,False,fuzzy_logic_fixed_snr,33.6874,0.9922
11,v1,v3,40.0,54.33,10.0,1.0,0.2717,0.1,9.8308,False,fuzzy_logic_fixed_snr,15.9686,0.8172
11,v1,v5,40.0,87.05,10.0,1.0,0.4353,0.1,6.5553,False,fuzzy_logic_fixed_snr,12.6918,0.5914
11,v1,v4,40.0,140.0,0.0,1.0,0.7,0.0,5.662,False,fuzzy_logic_fixed_snr,11.7983,0.5275
11,v1,v7,40.0,190.0,20.0,1.0,0.95,0.2,-0.277,True,fuzzy_logic_fixed_snr,19.5255,0.774
