time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn,testing_case,psnr,accuracy
10,v1,v2,40.0,20.22,20.0,1.0,0.1011,0.4,36.9112,False,fuzzy_logic_fixed_snr,43.0497,0.9971
10,v1,v5,40.0,110.0,20.0,1.0,0.55,0.4,35.4401,False,fuzzy_logic_fixed_snr,41.5798,0.9936
10,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.2,35.1414,True,fuzzy_logic_fixed_snr,24.5427,0.9104
10,v2,v1,20.0,20.22,20.0,0.6,0.1011,0.4,16.9112,True,fuzzy_logic_fixed_snr,24.388,0.91
10,v2,v5,20.0,130.03,40.0,0.6,0.6502,0.8,15.0729,True,fuzzy_logic_fixed_snr,24.3063,0.9104
10,v3,v4,20.0,50.09,30.0,0.6,0.2504,0.6,15.9984,True,fuzzy_logic_fixed_snr,24.3544,0.9074
10,v3,v7,20.0,100.0,30.0,0.6,0.5,0.6,15.3979,True,fuzzy_logic_fixed_snr,24.3197,0.9094
10,v3,v8,20.0,130.03,10.0,0.6,0.6502,0.2,15.4709,True,fuzzy_logic_fixed_snr,24.3232,0.9158
10,v4,v3,40.0,50.09,30.0,1.0,0.2504,0.6,35.9984,False,fuzzy_logic_fixed_snr,42.1339,0.9971
10,v4,v7,40.0,50.09,0.0,1.0,0.2504,0.0,36.6005,False,fuzzy_logic_fixed_snr,42.7384,0.9971
10,v4,v8,40.0,80.0,20.0,1.0,0.4,0.4,35.7167,False,fuzzy_logic_fixed_snr,41.8519,0.9951
10,v4,v12,40.0,170.0,20.0,1.0,0.85,0.4,35.062,True,fuzzy_logic_fixed_snr,24.5428,0.9123
10,v4,v16,40.0,170.0,20.0,1.0,0.85,0.4,35.062,True,fuzzy_logic_fixed_snr,24.5424,0.9094
11,v1,v2,40.0,3.0,10.0,1.0,0.015,0.2,38.7447,False,fuzzy_logic_fixed_snr,44.8831,0.998
11,v1,v5,40.0,90.0,10.0,1.0,0.45,0.2,35.7905,False,fuzzy_logic_fixed_snr,41.9295,0.9951
11,v2,v1,20.0,3.0,10.0,0.6,0.015,0.2,18.7447,False,fuzzy_logic_fixed_snr,24.8805,0.975
11,v2,v5,20.0,90.05,20.0,0.6,0.4502,0.4,15.6139,True,fuzzy_logic_fixed_snr,24.3356,0.9104
11,v2,v6,20.0,200.0,0.0,0.6,1.0,0.0,15.3979,True,fuzzy_logic_fixed_snr,24.3262,0.9117
11,v3,v4,20.0,80.06,10.0,0.6,0.4003,0.2,15.8922,True,fuzzy_logic_fixed_snr,24.341,0.9041
11,v3,v7,20.0,130.0,30.0,0.6,0.65,0.6,15.1701,True,fuzzy_logic_fixed_snr,24.3144,0.9152
11,v3,v8,20.0,140.03,20.0,0.6,0.7002,0.4,15.2304,True,fuzzy_logic_fixed_snr,24.3174,0.9035
11,v4,v7,40.0,50.09,20.0,1.0,0.2504,0.4,36.1234,False,fuzzy_logic_fixed_snr,42.2611,0.9971
11,v4,v8,40.0,60.0,10.0,1.0,0.3,0.2,36.1427,False,fuzzy_logic_fixed_snr,42.2815,0.9951
11,v4,v3,40.0,80.06,10.0,1.0,0.4003,0.2,35.8922,False,fuzzy_logic_fixed_snr,42.03,0.9961
11,v4,v11,40.0,140.03,30.0,1.0,0.7002,0.6,35.1055,True,fuzzy_logic_fixed_snr,24.5431,0.9113
11,v4,v12,40.0,190.0,10.0,1.0,0.95,0.2,35.1415,True,fuzzy_logic_fixed_snr,24.5425,0.9123
12,v1,v2,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False,fuzzy_logic_fixed_snr,43.6239,0.9961
12,v1,v5,40.0,100.0,0.0,1.0,0.5,0.0,36.0,False,fuzzy_logic_fixed_snr,42.1382,0.9961
12,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.2,35.1414,True,fuzzy_logic_fixed_snr,24.5425,0.9094
12,v2,v1,20.0,10.44,20.0,0.6,0.0522,0.4,17.4855,True,fuzzy_logic_fixed_snr,24.4088,0.9143
12,v2,v5,20.0,110.04,20.0,0.6,0.5502,0.4,15.4398,True,fuzzy_logic_fixed_snr,24.3241,0.9041
12,v2,v6,20.0,200.0,10.0,0.6,1.0,0.2,15.0969,True,fuzzy_logic_fixed_snr,24.3131,0.9025
12,v3,v4,20.0,70.06,0.0,0.6,0.3503,0.0,16.309,True,fuzzy_logic_fixed_snr,24.3637,0.9078
12,v3,v7,20.0,100.0,20.0,0.6,0.5,0.4,15.5229,True,fuzzy_logic_fixed_snr,24.3291,0.9139
12,v3,v8,20.0,120.04,20.0,0.6,0.6002,0.4,15.3642,True,fuzzy_logic_fixed_snr,24.3175,0.9129
12,v3,v11,20.0,180.0,10.0,0.6,0.9,0.2,15.1884,True,fuzzy_logic_fixed_snr,24.3094,0.91
12,v4,v7,40.0,30.15,20.0,1.0,0.1507,0.4,36.5643,False,fuzzy_logic_fixed_snr,42.7019,0.998
12,v4,v8,40.0,50.0,20.0,1.0,0.25,0.4,36.1249,False,fuzzy_logic_fixed_snr,42.2638,0.9961
12,v4,v3,40.0,70.06,0.0,1.0,0.3503,0.0,36.309,False,fuzzy_logic_fixed_snr,42.4461,0.9971
12,v4,v11,40.0,110.04,10.0,1.0,0.5502,0.2,35.6159,False,fuzzy_logic_fixed_snr,41.756,0.998
12,v4,v12,40.0,180.0,10.0,1.0,0.9,0.2,35.1884,True,fuzzy_logic_fixed_snr,24.5429,0.9094
13,v1,v2,40.0,30.15,10.0,1.0,0.1507,0.2,36.7404,False,fuzzy_logic_fixed_snr,42.8772,0.998
13,v1,v5,40.0,100.0,30.0,1.0,0.5,0.6,35.3979,True,fuzzy_logic_fixed_snr,24.5428,0.9133
13,v1,v6,40.0,180.02,0.0,1.0,0.9001,0.0,35.4893,True,fuzzy_logic_fixed_snr,24.5424,0.9104
13,v2,v1,20.0,30.15,10.0,0.6,0.1507,0.2,16.7404,False,fuzzy_logic_fixed_snr,22.8765,0.9643
13,v2,v5,20.0,130.03,20.0,0.6,0.6502,0.4,15.2948,True,fuzzy_logic_fixed_snr,24.3157,0.9045
13,v3,v4,20.0,70.06,10.0,0.6,0.3503,0.2,16.008,True,fuzzy_logic_fixed_snr,24.3483,0.9061
13,v3,v7,20.0,120.0,10.0,0.6,0.6,0.2,15.5406,True,fuzzy_logic_fixed_snr,24.3333,0.9084
13,v3,v8,20.0,140.03,20.0,0.6,0.7002,0.4,15.2304,True,fuzzy_logic_fixed_snr,24.3206,0.9055
13,v3,v11,20.0,190.0,10.0,0.6,0.95,0.2,15.1415,True,fuzzy_logic_fixed_snr,24.3093,0.9117
13,v4,v7,40.0,50.09,20.0,1.0,0.2504,0.4,36.1234,False,fuzzy_logic_fixed_snr,42.2603,0.9961
13,v4,v8,40.0,70.0,10.0,1.0,0.35,0.2,36.0088,False,fuzzy_logic_fixed_snr,42.1468,0.9971
13,v4,v3,40.0,70.06,10.0,1.0,0.3503,0.2,36.008,False,fuzzy_logic_fixed_snr,42.1468,0.9951
13,v4,v11,40.0,120.04,0.0,1.0,0.6002,0.0,35.8414,False,fuzzy_logic_fixed_snr,41.9796,0.9961
13,v4,v12,40.0,170.0,0.0,1.0,0.85,0.0,35.5391,True,fuzzy_logic_fixed_snr,24.5425,0.9113
14,v1,v2,40.0,20.22,30.0,1.0,0.1011,0.6,36.7862,False,fuzzy_logic_fixed_snr,42.9238,0.9951
14,v1,v5,40.0,130.0,30.0,1.0,0.65,0.6,35.1701,True,fuzzy_logic_fixed_snr,24.543,0.9123
14,v1,v6,40.0,180.02,40.0,1.0,0.9001,0.8,34.7904,True,fuzzy_logic_fixed_snr,24.5421,0.9143
14,v2,v1,20.0,20.22,30.0,0.6,0.1011,0.6,16.7862,True,fuzzy_logic_fixed_snr,24.3842,0.9094
14,v2,v5,20.0,150.03,0.0,0.6,0.7501,0.0,15.6476,True,fuzzy_logic_fixed_snr,24.3313,0.907
14,v2,v6,20.0,200.0,10.0,0.6,1.0,0.2,15.0969,True,fuzzy_logic_fixed_snr,24.3108,0.9119
