time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn,testing_case,psnr,accuracy
10,v1,v2,40.0,20.22,20.0,1.0,0.1011,0.4,15.2892,False,fuzzy_logic_fixed_snr,21.4275,0.9389
10,v1,v5,40.0,110.0,20.0,1.0,0.55,0.4,3.5207,False,fuzzy_logic_fixed_snr,9.6603,0.3459
10,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.2,1.1308,True,fuzzy_logic_fixed_snr,20.5077,0.8057
10,v2,v1,20.0,20.22,20.0,0.6,0.1011,0.4,-4.7108,True,fuzzy_logic_fixed_snr,15.7429,0.5334
10,v2,v5,20.0,130.03,40.0,0.6,0.6502,0.8,-19.4167,True,fuzzy_logic_fixed_snr,1.4726,0.0986
10,v3,v4,20.0,50.09,30.0,0.6,0.2504,0.6,-12.0125,True,fuzzy_logic_fixed_snr,7.6885,0.1674
10,v3,v7,20.0,100.0,30.0,0.6,0.5,0.6,-16.8165,True,fuzzy_logic_fixed_snr,2.8683,0.1051
10,v3,v8,20.0,130.03,10.0,0.6,0.6502,0.2,-16.2332,True,fuzzy_logic_fixed_snr,3.2707,0.1125
10,v4,v3,40.0,50.09,30.0,1.0,0.2504,0.6,7.9875,False,fuzzy_logic_fixed_snr,14.1258,0.7113
10,v4,v7,40.0,50.09,0.0,1.0,0.2504,0.0,12.804,False,fuzzy_logic_fixed_snr,18.9396,0.9004
10,v4,v8,40.0,80.0,20.0,1.0,0.4,0.4,5.7336,False,fuzzy_logic_fixed_snr,11.8727,0.5244
10,v4,v12,40.0,170.0,20.0,1.0,0.85,0.4,0.4958,True,fuzzy_logic_fixed_snr,20.0519,0.8059
10,v4,v16,40.0,170.0,20.0,1.0,0.85,0.4,0.4958,True,fuzzy_logic_fixed_snr,20.0827,0.7953
11,v1,v2,40.0,3.0,10.0,1.0,0.015,0.2,29.9578,False,fuzzy_logic_fixed_snr,36.0951,0.9941
11,v1,v5,40.0,90.0,10.0,1.0,0.45,0.2,6.3239,False,fuzzy_logic_fixed_snr,12.4625,0.5768
11,v2,v1,20.0,3.0,10.0,0.6,0.015,0.2,9.9578,False,fuzzy_logic_fixed_snr,16.0975,0.8076
11,v2,v5,20.0,90.05,20.0,0.6,0.4502,0.4,-15.0887,True,fuzzy_logic_fixed_snr,4.2281,0.1291
11,v2,v6,20.0,200.0,0.0,0.6,1.0,0.0,-16.8165,True,fuzzy_logic_fixed_snr,2.871,0.1188
11,v3,v4,20.0,80.06,10.0,0.6,0.4003,0.2,-12.8626,True,fuzzy_logic_fixed_snr,6.6093,0.1607
11,v3,v7,20.0,130.0,30.0,0.6,0.65,0.6,-18.6396,True,fuzzy_logic_fixed_snr,1.8272,0.1172
11,v3,v8,20.0,140.03,20.0,0.6,0.7002,0.4,-18.1566,True,fuzzy_logic_fixed_snr,2.0688,0.1086
11,v4,v7,40.0,50.09,20.0,1.0,0.2504,0.4,8.987,False,fuzzy_logic_fixed_snr,15.1235,0.7836
11,v4,v8,40.0,60.0,10.0,1.0,0.3,0.2,9.1413,False,fuzzy_logic_fixed_snr,15.2794,0.7773
11,v4,v3,40.0,80.06,10.0,1.0,0.4003,0.2,7.1374,False,fuzzy_logic_fixed_snr,13.2757,0.6459
