time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn,testing_case,psnr,accuracy
10,v1,v2,40.0,20.22,20.0,1.0,0.1011,0.2,9.1116,False,fuzzy_logic_fixed_snr,15.2494,0.7727
10,v1,v5,40.0,110.0,20.0,1.0,0.55,0.2,-5.5991,False,fuzzy_logic_fixed_snr,0.5372,0.1256
10,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.1,-8.5865,True,fuzzy_logic_fixed_snr,11.7815,0.3166
10,v2,v1,20.0,20.22,20.0,0.6,0.1011,0.2,-10.8884,False,fuzzy_logic_fixed_snr,-4.7512,0.1012
10,v2,v5,20.0,130.03,40.0,0.6,0.6502,0.4,-29.2709,True,fuzzy_logic_fixed_snr,-0.2496,0.0959
10,v3,v4,20.0,50.09,30.0,0.6,0.2504,0.3,-20.0156,True,fuzzy_logic_fixed_snr,1.2412,0.1031
10,v3,v7,20.0,100.0,30.0,0.6,0.5,0.3,-26.0206,True,fuzzy_logic_fixed_snr,0.0241,0.1004
10,v3,v8,20.0,130.03,10.0,0.6,0.6502,0.1,-25.2915,True,fuzzy_logic_fixed_snr,0.0839,0.0994
10,v4,v3,40.0,50.09,30.0,1.0,0.2504,0.3,-0.0156,False,fuzzy_logic_fixed_snr,6.1219,0.1873
10,v4,v7,40.0,50.09,0.0,1.0,0.2504,0.0,6.005,False,fuzzy_logic_fixed_snr,12.1424,0.5369
10,v4,v8,40.0,80.0,20.0,1.0,0.4,0.2,-2.833,False,fuzzy_logic_fixed_snr,3.3053,0.1373
10,v4,v12,40.0,170.0,20.0,1.0,0.85,0.2,-9.3802,True,fuzzy_logic_fixed_snr,10.8984,0.2533
10,v4,v16,40.0,170.0,20.0,1.0,0.85,0.2,-9.3802,True,fuzzy_logic_fixed_snr,10.9115,0.2504
11,v1,v2,40.0,3.0,10.0,1.0,0.015,0.1,27.4473,False,fuzzy_logic_fixed_snr,33.5878,0.9922
11,v1,v5,40.0,90.0,10.0,1.0,0.45,0.1,-2.0952,False,fuzzy_logic_fixed_snr,4.0414,0.152
11,v2,v1,20.0,3.0,10.0,0.6,0.015,0.1,7.4473,False,fuzzy_logic_fixed_snr,13.5854,0.6646
11,v2,v5,20.0,90.05,20.0,0.6,0.4502,0.2,-23.8609,True,fuzzy_logic_fixed_snr,0.3064,0.1033
11,v2,v6,20.0,200.0,0.0,0.6,1.0,0.0,-26.0206,True,fuzzy_logic_fixed_snr,-0.0053,0.0949
11,v3,v4,20.0,80.06,10.0,0.6,0.4003,0.1,-21.0782,True,fuzzy_logic_fixed_snr,0.9099,0.1115
11,v3,v7,20.0,130.0,30.0,0.6,0.65,0.3,-28.2995,True,fuzzy_logic_fixed_snr,-0.1889,0.1047
11,v3,v8,20.0,140.03,20.0,0.6,0.7002,0.2,-27.6958,True,fuzzy_logic_fixed_snr,-0.1558,0.1066
11,v4,v7,40.0,50.09,20.0,1.0,0.2504,0.2,1.2338,False,fuzzy_logic_fixed_snr,7.3722,0.2152
11,v4,v8,40.0,60.0,10.0,1.0,0.3,0.1,1.4267,False,fuzzy_logic_fixed_snr,7.5624,0.2211
11,v4,v3,40.0,80.06,10.0,1.0,0.4003,0.1,-1.0782,False,fuzzy_logic_fixed_snr,5.0598,0.1701
11,v4,v11,40.0,140.03,30.0,1.0,0.7002,0.3,-8.9452,False,fuzzy_logic_fixed_snr,-2.808,0.0982
11,v4,v12,40.0,190.0,10.0,1.0,0.95,0.1,-8.5854,True,fuzzy_logic_fixed_snr,11.8173,0.3027
12,v1,v2,40.0,10.44,20.0,1.0,0.0522,0.2,14.8545,False,fuzzy_logic_fixed_snr,20.994,0.9375
12,v1,v5,40.0,100.0,0.0,1.0,0.5,0.0,0.0,False,fuzzy_logic_fixed_snr,6.139,0.1822
12,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.1,-8.5865,True,fuzzy_logic_fixed_snr,11.8009,0.2973
12,v2,v1,20.0,10.44,20.0,0.6,0.0522,0.2,-5.1455,False,fuzzy_logic_fixed_snr,0.9919,0.1285
12,v2,v5,20.0,110.04,20.0,0.6,0.5502,0.2,-25.6023,True,fuzzy_logic_fixed_snr,0.0431,0.0842
12,v2,v6,20.0,200.0,10.0,0.6,1.0,0.1,-29.0309,True,fuzzy_logic_fixed_snr,-0.2277,0.0971
12,v3,v4,20.0,70.06,0.0,0.6,0.3503,0.0,-16.9099,True,fuzzy_logic_fixed_snr,2.8027,0.1391
12,v3,v7,20.0,100.0,20.0,0.6,0.5,0.2,-24.7712,True,fuzzy_logic_fixed_snr,0.1487,0.0988
12,v3,v8,20.0,120.04,20.0,0.6,0.6002,0.2,-26.3576,True,fuzzy_logic_fixed_snr,-0.0394,0.0998
12,v3,v11,20.0,180.0,10.0,0.6,0.9,0.1,-28.1158,True,fuzzy_logic_fixed_snr,-0.1698,0.0994
12,v4,v7,40.0,30.15,20.0,1.0,0.1507,0.2,5.6431,False,fuzzy_logic_fixed_snr,11.7823,0.5289
12,v4,v8,40.0,50.0,20.0,1.0,0.25,0.2,1.2494,False,fuzzy_logic_fixed_snr,7.3881,0.2145
12,v4,v3,40.0,70.06,0.0,1.0,0.3503,0.0,3.0901,False,fuzzy_logic_fixed_snr,9.2294,0.3129
12,v4,v11,40.0,110.04,10.0,1.0,0.5502,0.1,-3.8414,False,fuzzy_logic_fixed_snr,2.2961,0.132
12,v4,v12,40.0,180.0,10.0,1.0,0.9,0.1,-8.1158,True,fuzzy_logic_fixed_snr,12.3143,0.3064
13,v1,v2,40.0,30.15,10.0,1.0,0.1507,0.1,7.4041,False,fuzzy_logic_fixed_snr,13.5408,0.6596
13,v1,v5,40.0,100.0,30.0,1.0,0.5,0.3,-6.0206,False,fuzzy_logic_fixed_snr,0.117,0.1188
13,v1,v6,40.0,180.02,0.0,1.0,0.9001,0.0,-5.1067,True,fuzzy_logic_fixed_snr,15.3785,0.5162
13,v2,v1,20.0,30.15,10.0,0.6,0.1507,0.1,-12.5959,False,fuzzy_logic_fixed_snr,-6.4586,0.1021
13,v2,v5,20.0,130.03,20.0,0.6,0.6502,0.2,-27.0524,True,fuzzy_logic_fixed_snr,-0.0917,0.1014
13,v3,v4,20.0,70.06,10.0,0.6,0.3503,0.1,-19.9202,True,fuzzy_logic_fixed_snr,1.2749,0.1092
13,v3,v7,20.0,120.0,10.0,0.6,0.6,0.1,-24.5939,True,fuzzy_logic_fixed_snr,0.1801,0.1031
13,v3,v8,20.0,140.03,20.0,0.6,0.7002,0.2,-27.6958,True,fuzzy_logic_fixed_snr,-0.135,0.1002
13,v3,v11,20.0,190.0,10.0,0.6,0.95,0.1,-28.5854,True,fuzzy_logic_fixed_snr,-0.1975,0.1039
13,v4,v7,40.0,50.09,20.0,1.0,0.2504,0.2,1.2338,False,fuzzy_logic_fixed_snr,7.3707,0.2195
13,v4,v8,40.0,70.0,10.0,1.0,0.35,0.1,0.0877,False,fuzzy_logic_fixed_snr,6.2247,0.1842
13,v4,v3,40.0,70.06,10.0,1.0,0.3503,0.1,0.0798,False,fuzzy_logic_fixed_snr,6.2191,0.1857
13,v4,v11,40.0,120.04,0.0,1.0,0.6002,0.0,-1.5863,False,fuzzy_logic_fixed_snr,4.5501,0.1502
13,v4,v12,40.0,170.0,0.0,1.0,0.85,0.0,-4.609,True,fuzzy_logic_fixed_snr,15.8468,0.5498
14,v1,v2,40.0,20.22,30.0,1.0,0.1011,0.3,7.8622,False,fuzzy_logic_fixed_snr,13.9988,0.7004
14,v1,v5,40.0,130.0,30.0,1.0,0.65,0.3,-8.2995,False,fuzzy_logic_fixed_snr,-2.1649,0.1076
14,v1,v6,40.0,180.02,40.0,1.0,0.9001,0.4,-12.0964,True,fuzzy_logic_fixed_snr,7.5483,0.1818
14,v2,v1,20.0,20.22,30.0,0.6,0.1011,0.3,-12.1378,True,fuzzy_logic_fixed_snr,7.5011,0.1764
14,v2,v5,20.0,150.03,0.0,0.6,0.7501,0.0,-23.5236,True,fuzzy_logic_fixed_snr,0.3459,0.1086
14,v2,v6,20.0,200.0,10.0,0.6,1.0,0.1,-29.0309,True,fuzzy_logic_fixed_snr,-0.2382,0.091
14,v3,v4,20.0,80.06,10.0,0.6,0.4003,0.1,-21.0782,True,fuzzy_logic_fixed_snr,0.9144,0.1051
14,v3,v7,20.0,110.0,10.0,0.6,0.55,0.1,-23.8382,True,fuzzy_logic_fixed_snr,0.2891,0.0982
14,v3,v8,20.0,160.03,10.0,0.6,0.8001,0.1,-27.0942,True,fuzzy_logic_fixed_snr,-0.093,0.1041
14,v3,v11,20.0,200.0,10.0,0.6,1.0,0.1,-29.0309,True,fuzzy_logic_fixed_snr,-0.2346,0.1029
14,v4,v7,40.0,30.15,20.0,1.0,0.1507,0.2,5.6431,False,fuzzy_logic_fixed_snr,11.7817,0.5035
14,v4,v8,40.0,80.0,0.0,1.0,0.4,0.0,1.9382,False,fuzzy_logic_fixed_snr,8.0755,0.2457
14,v4,v3,40.0,80.06,10.0,1.0,0.4003,0.1,-1.0782,False,fuzzy_logic_fixed_snr,5.0598,0.1711
14,v4,v11,40.0,120.04,0.0,1.0,0.6002,0.0,-1.5863,False,fuzzy_logic_fixed_snr,4.5532,0.1461
14,v4,v12,40.0,170.0,20.0,1.0,0.85,0.2,-9.3802,True,fuzzy_logic_fixed_snr,10.8834,0.265
15,v1,v2,40.0,50.09,20.0,1.0,0.2504,0.2,1.2338,False,fuzzy_logic_fixed_snr,7.37,0.2176
15,v1,v5,40.0,100.0,10.0,1.0,0.5,0.1,-3.0103,False,fuzzy_logic_fixed_snr,3.1269,0.1412
15,v1,v6,40.0,140.03,10.0,1.0,0.7002,0.1,-5.9349,False,fuzzy_logic_fixed_snr,0.2041,0.1297
15,v2,v1,20.0,50.09,20.0,0.6,0.2504,0.2,-18.7662,False,fuzzy_logic_fixed_snr,-12.6277,0.1105
15,v2,v5,20.0,150.03,10.0,0.6,0.7501,0.1,-26.5339,True,fuzzy_logic_fixed_snr,-0.0275,0.0963
15,v2,v6,20.0,190.0,30.0,0.6,0.95,0.3,-30.0,True,fuzzy_logic_fixed_snr,-0.2975,0.093
15,v3,v4,20.0,70.06,30.0,0.6,0.3503,0.3,-22.9305,True,fuzzy_logic_fixed_snr,0.4718,0.11
15,v3,v7,20.0,120.0,20.0,0.6,0.6,0.2,-26.3548,True,fuzzy_logic_fixed_snr,-0.0262,0.0975
15,v3,v8,20.0,150.03,10.0,0.6,0.7501,0.1,-26.5339,True,fuzzy_logic_fixed_snr,-0.0466,0.09
15,v3,v11,20.0,190.0,10.0,0.6,0.95,0.1,-28.5854,True,fuzzy_logic_fixed_snr,-0.2213,0.0973
15,v4,v7,40.0,50.09,10.0,1.0,0.2504,0.1,2.9947,False,fuzzy_logic_fixed_snr,9.132,0.3105
15,v4,v3,40.0,70.06,30.0,1.0,0.3503,0.3,-2.9305,False,fuzzy_logic_fixed_snr,3.2084,0.1512
15,v4,v8,40.0,80.0,40.0,1.0,0.4,0.4,-5.0515,False,fuzzy_logic_fixed_snr,1.0869,0.1217
15,v4,v11,40.0,120.04,40.0,1.0,0.6002,0.4,-8.576,False,fuzzy_logic_fixed_snr,-2.4364,0.107
15,v4,v12,40.0,190.0,40.0,1.0,0.95,0.4,-12.5648,True,fuzzy_logic_fixed_snr,6.9797,0.177
16,v1,v2,40.0,30.15,0.0,1.0,0.1507,0.0,10.4144,False,fuzzy_logic_fixed_snr,16.551,0.8309
16,v1,v5,40.0,110.0,20.0,1.0,0.55,0.2,-5.5991,False,fuzzy_logic_fixed_snr,0.5361,0.1227
16,v1,v6,40.0,130.03,10.0,1.0,0.6502,0.1,-5.2915,False,fuzzy_logic_fixed_snr,0.8438,0.1236
16,v2,v1,20.0,30.15,0.0,0.6,0.1507,0.0,-9.5856,False,fuzzy_logic_fixed_snr,-3.4469,0.1021
16,v2,v5,20.0,140.03,20.0,0.6,0.7002,0.2,-27.6958,True,fuzzy_logic_fixed_snr,-0.127,0.0969
16,v2,v6,20.0,160.0,10.0,0.6,0.8,0.1,-27.0927,True,fuzzy_logic_fixed_snr,-0.0981,0.1061
16,v3,v4,20.0,100.04,40.0,0.6,0.5002,0.4,-26.9936,True,fuzzy_logic_fixed_snr,-0.0693,0.1002
16,v3,v7,20.0,140.0,0.0,0.6,0.7,0.0,-22.9226,True,fuzzy_logic_fixed_snr,0.442,0.1145
16,v3,v8,20.0,140.03,0.0,0.6,0.7002,0.0,-22.9246,True,fuzzy_logic_fixed_snr,0.4646,0.1053
16,v3,v11,20.0,180.0,10.0,0.6,0.9,0.1,-28.1158,True,fuzzy_logic_fixed_snr,-0.1811,0.0949
16,v4,v8,40.0,40.0,40.0,1.0,0.2,0.4,0.9691,False,fuzzy_logic_fixed_snr,7.1076,0.2064
16,v4,v7,40.0,40.11,40.0,1.0,0.2006,0.4,0.9447,False,fuzzy_logic_fixed_snr,7.0841,0.2102
16,v4,v11,40.0,80.06,30.0,1.0,0.4003,0.3,-4.0885,False,fuzzy_logic_fixed_snr,2.048,0.1389
16,v4,v3,40.0,100.04,40.0,1.0,0.5002,0.4,-6.9936,False,fuzzy_logic_fixed_snr,-0.8546,0.1119
16,v4,v12,40.0,150.0,40.0,1.0,0.75,0.4,-10.5115,True,fuzzy_logic_fixed_snr,9.5593,0.2021
17,v1,v2,40.0,30.15,40.0,1.0,0.1507,0.4,3.4247,False,fuzzy_logic_fixed_snr,9.5631,0.3473
17,v1,v5,40.0,130.0,30.0,1.0,0.65,0.3,-8.2995,False,fuzzy_logic_fixed_snr,-2.1619,0.11
17,v1,v6,40.0,140.03,40.0,1.0,0.7002,0.4,-9.9143,True,fuzzy_logic_fixed_snr,10.2831,0.2309
17,v2,v1,20.0,30.15,40.0,0.6,0.1507,0.4,-16.5753,True,fuzzy_logic_fixed_snr,3.0493,0.1313
17,v2,v5,20.0,160.03,10.0,0.6,0.8001,0.1,-27.0942,True,fuzzy_logic_fixed_snr,-0.0926,0.1012
17,v2,v6,20.0,170.0,0.0,0.6,0.85,0.0,-24.609,True,fuzzy_logic_fixed_snr,0.1925,0.1004
17,v3,v4,20.0,60.07,0.0,0.6,0.3004,0.0,-15.5739,True,fuzzy_logic_fixed_snr,3.8038,0.1232
17,v3,v7,20.0,140.0,0.0,0.6,0.7,0.0,-22.9226,True,fuzzy_logic_fixed_snr,0.4529,0.1041
17,v3,v8,20.0,140.03,10.0,0.6,0.7002,0.1,-25.9349,True,fuzzy_logic_fixed_snr,0.0229,0.1023
17,v3,v11,20.0,170.0,20.0,0.6,0.85,0.2,-29.3802,True,fuzzy_logic_fixed_snr,-0.2472,0.0904
17,v4,v3,40.0,60.07,0.0,1.0,0.3004,0.0,4.4261,False,fuzzy_logic_fixed_snr,10.565,0.4043
17,v4,v8,40.0,80.0,10.0,1.0,0.4,0.1,-1.0721,False,fuzzy_logic_fixed_snr,5.0636,0.1594
17,v4,v7,40.0,80.06,0.0,1.0,0.4003,0.0,1.9321,False,fuzzy_logic_fixed_snr,8.0696,0.2525
17,v4,v11,40.0,110.04,20.0,1.0,0.5502,0.2,-5.6023,False,fuzzy_logic_fixed_snr,0.5355,0.1217
17,v4,v12,40.0,190.0,0.0,1.0,0.95,0.0,-5.5751,True,fuzzy_logic_fixed_snr,14.9066,0.4748
18,v1,v2,40.0,70.06,10.0,1.0,0.3503,0.1,0.0798,False,fuzzy_logic_fixed_snr,6.2169,0.1852
18,v1,v5,40.0,100.0,30.0,1.0,0.5,0.3,-6.0206,False,fuzzy_logic_fixed_snr,0.115,0.1256
18,v1,v6,40.0,100.04,40.0,1.0,0.5002,0.4,-6.9936,False,fuzzy_logic_fixed_snr,-0.8552,0.1148
18,v2,v1,20.0,70.06,10.0,0.6,0.3503,0.1,-19.9202,True,fuzzy_logic_fixed_snr,1.2805,0.1141
18,v2,v6,20.0,170.0,30.0,0.6,0.85,0.3,-30.0,True,fuzzy_logic_fixed_snr,-0.2961,0.1033
18,v2,v5,20.0,170.03,20.0,0.6,0.8501,0.2,-29.3815,True,fuzzy_logic_fixed_snr,-0.2807,0.0992
18,v3,v4,20.0,60.07,10.0,0.6,0.3004,0.1,-18.5842,True,fuzzy_logic_fixed_snr,1.8555,0.1012
18,v3,v8,20.0,130.03,0.0,0.6,0.6502,0.0,-22.2812,True,fuzzy_logic_fixed_snr,0.6003,0.0873
18,v3,v7,20.0,140.0,20.0,0.6,0.7,0.2,-27.6938,True,fuzzy_logic_fixed_snr,-0.1351,0.1055
18,v3,v11,20.0,150.0,10.0,0.6,0.75,0.1,-26.5321,True,fuzzy_logic_fixed_snr,-0.0463,0.0955
18,v4,v3,40.0,60.07,10.0,1.0,0.3004,0.1,1.4158,False,fuzzy_logic_fixed_snr,7.5526,0.2303
18,v4,v8,40.0,70.0,10.0,1.0,0.35,0.1,0.0877,False,fuzzy_logic_fixed_snr,6.2228,0.1848
18,v4,v7,40.0,80.06,10.0,1.0,0.4003,0.1,-1.0782,False,fuzzy_logic_fixed_snr,5.058,0.1637
18,v4,v11,40.0,90.05,0.0,1.0,0.4502,0.0,0.9103,False,fuzzy_logic_fixed_snr,7.0475,0.1988
18,v4,v12,40.0,190.0,30.0,1.0,0.95,0.3,-11.5957,True,fuzzy_logic_fixed_snr,8.1906,0.1883
19,v1,v2,40.0,60.07,20.0,1.0,0.3004,0.2,-0.3451,False,fuzzy_logic_fixed_snr,5.792,0.1822
19,v1,v5,40.0,130.0,0.0,1.0,0.65,0.0,-2.2789,False,fuzzy_logic_fixed_snr,3.8589,0.1447
19,v1,v6,40.0,140.03,10.0,1.0,0.7002,0.1,-5.9349,False,fuzzy_logic_fixed_snr,0.2018,0.1275
19,v2,v1,20.0,60.07,20.0,0.6,0.3004,0.2,-20.3451,True,fuzzy_logic_fixed_snr,1.1066,0.1027
