time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn,testing_case,psnr,accuracy
10,v1,v2,40.0,20.22,20.0,1.0,0.1011,0.4,15.2892,False,fuzzy_logic_fixed_snr,21.4269,0.9477
10,v1,v5,40.0,110.0,20.0,1.0,0.55,0.4,3.5207,False,fuzzy_logic_fixed_snr,9.6583,0.3416
10,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.2,1.1308,True,fuzzy_logic_fixed_snr,20.4967,0.8398
10,v2,v1,20.0,20.22,20.0,0.6,0.1011,0.4,-4.7108,True,fuzzy_logic_fixed_snr,15.7524,0.5736
10,v2,v5,20.0,130.03,40.0,0.6,0.6502,0.8,-19.4167,True,fuzzy_logic_fixed_snr,1.4881,0.1119
10,v3,v4,20.0,50.09,30.0,0.6,0.2504,0.6,-12.0125,True,fuzzy_logic_fixed_snr,7.6909,0.1811
10,v3,v7,20.0,100.0,30.0,0.6,0.5,0.6,-16.8165,True,fuzzy_logic_fixed_snr,2.8588,0.108
10,v3,v8,20.0,130.03,10.0,0.6,0.6502,0.2,-16.2332,True,fuzzy_logic_fixed_snr,3.2817,0.1076
10,v4,v3,40.0,50.09,30.0,1.0,0.2504,0.6,7.9875,False,fuzzy_logic_fixed_snr,14.1252,0.7232
10,v4,v7,40.0,50.09,0.0,1.0,0.2504,0.0,12.804,False,fuzzy_logic_fixed_snr,18.9397,0.9088
10,v4,v8,40.0,80.0,20.0,1.0,0.4,0.4,5.7336,False,fuzzy_logic_fixed_snr,11.8714,0.5264
10,v4,v12,40.0,170.0,20.0,1.0,0.85,0.4,0.4958,True,fuzzy_logic_fixed_snr,20.0845,0.8221
10,v4,v16,40.0,170.0,20.0,1.0,0.85,0.4,0.4958,True,fuzzy_logic_fixed_snr,20.0707,0.8068
11,v1,v2,40.0,3.0,10.0,1.0,0.015,0.2,29.9578,False,fuzzy_logic_fixed_snr,36.095,0.9893
11,v1,v5,40.0,90.0,10.0,1.0,0.45,0.2,6.3239,False,fuzzy_logic_fixed_snr,12.4625,0.5852
11,v2,v1,20.0,3.0,10.0,0.6,0.015,0.2,9.9578,False,fuzzy_logic_fixed_snr,16.0966,0.8133
11,v2,v5,20.0,90.05,20.0,0.6,0.4502,0.4,-15.0887,True,fuzzy_logic_fixed_snr,4.2255,0.1379
11,v2,v6,20.0,200.0,0.0,0.6,1.0,0.0,-16.8165,True,fuzzy_logic_fixed_snr,2.8629,0.1115
11,v3,v4,20.0,80.06,10.0,0.6,0.4003,0.2,-12.8626,True,fuzzy_logic_fixed_snr,6.5967,0.1482
11,v3,v7,20.0,130.0,30.0,0.6,0.65,0.6,-18.6396,True,fuzzy_logic_fixed_snr,1.8113,0.126
11,v3,v8,20.0,140.03,20.0,0.6,0.7002,0.4,-18.1566,True,fuzzy_logic_fixed_snr,2.0631,0.0996
11,v4,v7,40.0,50.09,20.0,1.0,0.2504,0.4,8.987,False,fuzzy_logic_fixed_snr,15.1265,0.7766
11,v4,v8,40.0,60.0,10.0,1.0,0.3,0.2,9.1413,False,fuzzy_logic_fixed_snr,15.2775,0.785
11,v4,v3,40.0,80.06,10.0,1.0,0.4003,0.2,7.1374,False,fuzzy_logic_fixed_snr,13.2772,0.6523
11,v4,v11,40.0,140.03,30.0,1.0,0.7002,0.6,0.8439,True,fuzzy_logic_fixed_snr,20.3078,0.8125
11,v4,v12,40.0,190.0,10.0,1.0,0.95,0.2,1.1317,True,fuzzy_logic_fixed_snr,20.5085,0.8328
12,v1,v2,40.0,10.44,20.0,1.0,0.0522,0.4,19.8836,False,fuzzy_logic_fixed_snr,26.0224,0.9711
12,v1,v5,40.0,100.0,0.0,1.0,0.5,0.0,8.0,False,fuzzy_logic_fixed_snr,14.1383,0.7191
12,v1,v6,40.0,190.02,10.0,1.0,0.9501,0.2,1.1308,True,fuzzy_logic_fixed_snr,20.4926,0.8168
12,v2,v1,20.0,10.44,20.0,0.6,0.0522,0.4,-0.1164,True,fuzzy_logic_fixed_snr,19.6477,0.7822
12,v2,v5,20.0,110.04,20.0,0.6,0.5502,0.4,-16.4818,True,fuzzy_logic_fixed_snr,3.0722,0.1102
