time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn
80,v1,v13,40.0,170.0,30.0,1.0,0.85,0.6,34.937,True
80,v1,v5,40.0,180.0,0.0,1.0,0.9,0.0,35.4895,True
80,v1,v14,40.0,230.02,10.0,1.0,1.1501,0.2,34.9754,True
80,v2,v6,20.0,80.0,0.0,0.6,0.4,0.0,16.1938,True
80,v2,v1,20.0,120.04,0.0,0.6,0.6002,0.0,15.8414,True
80,v2,v4,20.0,280.06,90.0,0.6,1.4003,1.8,14.1055,True
80,v2,v8,20.0,280.06,60.0,0.6,1.4003,1.2,14.2604,True
80,v2,v13,20.0,290.02,30.0,0.6,1.4501,0.6,14.4731,True
80,v3,v7,20.0,10.0,10.0,0.6,0.05,0.2,17.699,False
80,v3,v4,20.0,30.15,10.0,0.6,0.1507,0.2,16.7404,False
80,v3,v8,20.0,30.15,20.0,0.6,0.1507,0.4,16.5643,True
80,v3,v11,20.0,60.0,10.0,0.6,0.3,0.2,16.1427,True
80,v3,v12,20.0,140.03,0.0,0.6,0.7002,0.0,15.7075,True
80,v4,v8,40.0,0.0,30.0,1.0,0.0,0.6,40.0,False
80,v4,v7,40.0,20.22,20.0,1.0,0.1011,0.4,36.9112,False
80,v4,v3,40.0,30.15,10.0,1.0,0.1507,0.2,36.7404,False
80,v4,v11,40.0,90.05,20.0,1.0,0.4502,0.4,35.6139,False
80,v4,v12,40.0,170.0,10.0,1.0,0.85,0.2,35.2381,True
81,v1,v6,40.0,40.11,10.0,1.0,0.2006,0.2,36.4924,False
81,v1,v2,40.0,120.04,10.0,1.0,0.6002,0.2,35.5403,False
81,v1,v5,40.0,180.0,20.0,1.0,0.9,0.4,35.0123,True
81,v1,v13,40.0,200.0,30.0,1.0,1.0,0.6,34.7959,True
81,v1,v9,40.0,240.0,10.0,1.0,1.2,0.2,34.9385,True
81,v2,v6,20.0,80.0,20.0,0.6,0.4,0.4,15.7167,True
81,v2,v1,20.0,120.04,10.0,0.6,0.6002,0.2,15.5403,True
81,v2,v4,20.0,190.09,60.0,0.6,0.9505,1.2,14.597,True
81,v2,v8,20.0,220.08,70.0,0.6,1.1004,1.4,14.4117,True
81,v2,v3,20.0,230.02,60.0,0.6,1.1501,1.2,14.4314,True
81,v3,v7,20.0,0.0,10.0,0.6,0.0,0.2,21.699,False
81,v3,v8,20.0,10.44,10.0,0.6,0.0522,0.2,17.6615,False
81,v3,v4,20.0,40.11,0.0,0.6,0.2006,0.0,16.7934,False
81,v3,v11,20.0,70.0,20.0,0.6,0.35,0.4,15.8327,True
81,v3,v12,20.0,140.03,0.0,0.6,0.7002,0.0,15.7075,True
81,v4,v8,40.0,30.0,10.0,1.0,0.15,0.2,36.7447,False
81,v4,v3,40.0,40.11,0.0,1.0,0.2006,0.0,36.7934,False
81,v4,v7,40.0,40.11,10.0,1.0,0.2006,0.2,36.4924,False
81,v4,v11,40.0,110.04,20.0,1.0,0.5502,0.4,35.4398,False
81,v4,v12,40.0,180.0,0.0,1.0,0.9,0.0,35.4895,True
82,v1,v6,40.0,30.15,40.0,1.0,0.1507,0.8,36.3425,True
82,v1,v2,40.0,130.03,0.0,1.0,0.6502,0.0,35.7719,False
82,v1,v5,40.0,200.0,10.0,1.0,1.0,0.2,35.0969,True
82,v1,v13,40.0,230.0,10.0,1.0,1.15,0.2,34.9755,True
82,v1,v14,40.0,240.02,0.0,1.0,1.2001,0.0,35.2395,True
82,v2,v6,20.0,100.0,40.0,0.6,0.5,0.8,15.301,True
82,v2,v1,20.0,130.03,0.0,0.6,0.6502,0.0,15.7719,True
82,v2,v4,20.0,130.14,60.0,0.6,0.6507,1.2,14.9261,True
82,v2,v8,20.0,150.12,60.0,0.6,0.7506,1.2,14.802,True
82,v2,v7,20.0,160.03,90.0,0.6,0.8001,1.8,14.5916,True
82,v3,v7,20.0,10.0,10.0,0.6,0.05,0.2,17.699,False
82,v3,v8,20.0,20.22,20.0,0.6,0.1011,0.4,16.9112,True
82,v3,v4,20.0,40.11,20.0,0.6,0.2006,0.4,16.3163,True
82,v3,v11,20.0,50.0,0.0,0.6,0.25,0.0,16.6021,False
82,v3,v15,20.0,120.0,10.0,0.6,0.6,0.2,15.5406,True
82,v4,v8,40.0,20.0,0.0,1.0,0.1,0.0,37.3979,False
82,v4,v7,40.0,30.15,30.0,1.0,0.1507,0.6,36.4394,False
82,v4,v3,40.0,40.11,20.0,1.0,0.2006,0.4,36.3163,False
82,v4,v11,40.0,90.05,20.0,1.0,0.4502,0.4,35.6139,False
82,v4,v2,40.0,130.14,60.0,1.0,0.6507,1.2,34.9261,True
83,v1,v6,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
83,v1,v2,40.0,130.03,10.0,1.0,0.6502,0.2,35.4709,False
83,v1,v7,40.0,200.09,70.0,1.0,1.0004,1.4,34.4945,True
83,v1,v4,40.0,200.2,70.0,1.0,1.001,1.4,34.494,True
83,v1,v5,40.0,210.0,0.0,1.0,1.05,0.0,35.3556,True
83,v2,v7,20.0,70.06,60.0,0.6,0.3503,1.2,15.4639,True
83,v2,v4,20.0,70.26,60.0,0.6,0.3513,1.2,15.4615,True
83,v2,v3,20.0,90.05,70.0,0.6,0.4502,1.4,15.1879,True
83,v2,v8,20.0,90.2,30.0,0.6,0.451,0.6,15.4875,True
83,v2,v1,20.0,130.03,10.0,0.6,0.6502,0.2,15.4709,True
83,v3,v8,20.0,3.0,40.0,0.6,0.015,0.8,18.3468,True
83,v3,v7,20.0,20.0,10.0,0.6,0.1,0.2,17.0969,False
83,v3,v4,20.0,20.22,10.0,0.6,0.1011,0.2,17.0872,False
83,v3,v11,20.0,50.0,0.0,0.6,0.25,0.0,16.6021,False
83,v3,v2,20.0,90.05,70.0,0.6,0.4502,1.4,15.1879,True
83,v4,v7,40.0,3.0,0.0,1.0,0.015,0.0,39.0458,False
83,v4,v8,40.0,20.0,30.0,1.0,0.1,0.6,36.7959,False
83,v4,v3,40.0,20.22,10.0,1.0,0.1011,0.2,37.0872,False
83,v4,v11,40.0,70.06,10.0,1.0,0.3503,0.2,36.008,False
83,v4,v2,40.0,70.26,60.0,1.0,0.3513,1.2,35.4615,True
84,v1,v6,40.0,30.15,10.0,1.0,0.1507,0.2,36.7404,False
84,v1,v2,40.0,120.04,40.0,1.0,0.6002,0.8,35.1424,True
84,v1,v7,40.0,130.14,40.0,1.0,0.6507,0.8,35.0722,True
84,v1,v4,40.0,130.31,60.0,1.0,0.6516,1.2,34.9249,True
84,v1,v3,40.0,140.13,20.0,1.0,0.7006,0.4,35.2298,True
84,v2,v7,20.0,10.44,80.0,0.6,0.0522,1.6,17.0083,True
84,v2,v4,20.0,11.66,100.0,0.6,0.0583,2.0,16.8251,True
84,v2,v3,20.0,20.22,60.0,0.6,0.1011,1.2,16.5432,True
84,v2,v8,20.0,60.3,80.0,0.6,0.3015,1.6,15.4851,True
84,v2,v11,20.0,70.06,60.0,0.6,0.3503,1.2,15.4639,True
84,v3,v7,20.0,10.0,20.0,0.6,0.05,0.4,17.5229,True
84,v3,v4,20.0,10.44,40.0,0.6,0.0522,0.8,17.2636,True
84,v3,v2,20.0,20.22,60.0,0.6,0.1011,1.2,16.5432,True
84,v3,v8,20.0,40.11,20.0,0.6,0.2006,0.4,16.3163,True
84,v3,v11,20.0,50.0,0.0,0.6,0.25,0.0,16.6021,False
84,v4,v7,40.0,3.0,20.0,1.0,0.015,0.4,38.5686,False
84,v4,v3,40.0,10.44,40.0,1.0,0.0522,0.8,37.2636,True
84,v4,v2,40.0,11.66,100.0,1.0,0.0583,2.0,36.8251,True
84,v4,v8,40.0,50.0,20.0,1.0,0.25,0.4,36.1249,False
84,v4,v11,40.0,60.07,40.0,1.0,0.3004,0.8,35.7436,True
85,v1,v6,40.0,20.22,10.0,1.0,0.1011,0.2,37.0872,False
85,v1,v4,40.0,70.58,80.0,1.0,0.3529,1.6,35.3484,True
85,v1,v7,40.0,90.2,70.0,1.0,0.451,1.4,35.1865,True
85,v1,v3,40.0,120.15,90.0,1.0,0.6007,1.8,34.8406,True
85,v1,v8,40.0,140.29,70.0,1.0,0.7014,1.4,34.8029,True
85,v2,v11,20.0,10.44,60.0,0.6,0.0522,1.2,17.1175,True
85,v2,v8,20.0,20.88,80.0,0.6,0.1044,1.6,16.4063,True
85,v2,v3,20.0,40.11,100.0,0.6,0.2006,2.0,15.7521,True
85,v2,v7,20.0,70.06,80.0,0.6,0.3503,1.6,15.3548,True
85,v2,v15,20.0,70.06,80.0,0.6,0.3503,1.6,15.3548,True
85,v3,v8,20.0,20.22,20.0,0.6,0.1011,0.4,16.9112,True
85,v3,v7,20.0,30.0,20.0,0.6,0.15,0.4,16.5686,True
85,v3,v2,20.0,40.11,100.0,0.6,0.2006,2.0,15.7521,True
85,v3,v11,20.0,50.0,40.0,0.6,0.25,0.8,15.9031,True
85,v3,v4,20.0,50.09,10.0,0.6,0.2504,0.2,16.2995,False
85,v4,v7,40.0,20.22,10.0,1.0,0.1011,0.2,37.0872,False
85,v4,v3,40.0,50.09,10.0,1.0,0.2504,0.2,36.2995,False
85,v4,v8,40.0,70.0,10.0,1.0,0.35,0.2,36.0088,False
85,v4,v1,40.0,70.58,80.0,1.0,0.3529,1.6,35.3484,True
85,v4,v2,40.0,90.2,90.0,1.0,0.451,1.8,35.0896,True
86,v1,v6,40.0,10.44,0.0,1.0,0.0522,0.0,37.9626,False
86,v1,v4,40.0,13.45,40.0,1.0,0.0673,0.8,37.0434,True
86,v1,v7,40.0,20.88,60.0,1.0,0.1044,1.2,36.5154,True
86,v1,v3,40.0,30.59,70.0,1.0,0.153,1.4,36.1256,True
86,v1,v8,40.0,70.58,40.0,1.0,0.3529,0.8,35.6037,True
86,v2,v15,20.0,10.44,90.0,0.6,0.0522,1.8,16.9626,True
86,v2,v12,20.0,11.66,90.0,0.6,0.0583,1.8,16.8665,True
86,v2,v11,20.0,50.09,90.0,0.6,0.2504,1.8,15.6005,True
86,v2,v16,20.0,90.2,90.0,0.6,0.451,1.8,15.0896,True
86,v2,v8,20.0,100.18,50.0,0.6,0.5009,1.0,15.2203,True
86,v3,v7,20.0,10.0,10.0,0.6,0.05,0.2,17.699,False
86,v3,v1,20.0,30.59,70.0,0.6,0.153,1.4,16.1256,True
86,v3,v4,20.0,40.11,30.0,0.6,0.2006,0.6,16.1914,True
86,v3,v6,20.0,40.11,70.0,0.6,0.2006,1.4,15.8904,True
86,v3,v8,20.0,40.11,30.0,0.6,0.2006,0.6,16.1914,True
86,v4,v6,40.0,6.0,40.0,1.0,0.03,0.8,37.7447,True
86,v4,v1,40.0,13.45,40.0,1.0,0.0673,0.8,37.0434,True
86,v4,v7,40.0,30.15,20.0,1.0,0.1507,0.4,36.5643,False
86,v4,v3,40.0,40.11,30.0,1.0,0.2006,0.6,36.1914,False
86,v4,v8,40.0,80.0,0.0,1.0,0.4,0.0,36.1938,False
87,v1,v6,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
87,v1,v8,40.0,31.32,40.0,1.0,0.1566,0.8,36.3094,True
87,v1,v3,40.0,40.45,70.0,1.0,0.2022,1.4,35.8831,True
87,v1,v7,40.0,40.45,70.0,1.0,0.2022,1.4,35.8831,True
87,v1,v11,40.0,40.45,80.0,1.0,0.2022,1.6,35.832,True
87,v2,v16,20.0,6.0,90.0,0.6,0.03,1.8,17.4437,True
87,v2,v15,20.0,100.04,90.0,0.6,0.5002,1.8,14.9996,True
87,v2,v19,20.0,100.04,100.0,0.6,0.5002,2.0,14.9582,True
87,v2,v12,20.0,100.18,70.0,0.6,0.5009,1.4,15.0953,True
87,v2,v11,20.0,140.03,100.0,0.6,0.7002,2.0,14.6662,True
87,v3,v7,20.0,0.0,0.0,0.6,0.0,0.0,22.0,False
87,v3,v4,20.0,10.44,10.0,0.6,0.0522,0.2,17.6615,False
87,v3,v6,20.0,30.15,50.0,0.6,0.1507,1.0,16.2633,True
87,v3,v1,20.0,40.45,70.0,0.6,0.2022,1.4,15.8831,True
87,v3,v8,20.0,70.06,30.0,0.6,0.3503,0.6,15.7069,True
87,v4,v3,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
87,v4,v7,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
87,v4,v6,40.0,40.45,60.0,1.0,0.2022,1.2,35.9411,True
87,v4,v1,40.0,50.8,80.0,1.0,0.254,1.6,35.634,True
87,v4,v8,40.0,80.0,40.0,1.0,0.4,0.8,35.4949,True
88,v1,v15,40.0,11.66,60.0,1.0,0.0583,1.2,37.0214,True
88,v1,v8,40.0,13.45,40.0,1.0,0.0673,0.8,37.0434,True
88,v1,v6,40.0,30.15,0.0,1.0,0.1507,0.0,37.0414,False
88,v1,v12,40.0,31.32,40.0,1.0,0.1566,0.8,36.3094,True
88,v1,v11,40.0,40.45,60.0,1.0,0.2022,1.2,35.9411,True
88,v2,v19,20.0,3.0,60.0,0.6,0.015,1.2,18.2007,True
88,v2,v16,20.0,90.2,60.0,0.6,0.451,1.2,15.2445,True
88,v2,v12,20.0,170.11,40.0,0.6,0.8505,0.8,14.8396,True
88,v2,v15,20.0,190.02,60.0,0.6,0.9501,1.2,14.5973,True
88,v2,v1,20.0,200.02,0.0,0.6,1.0001,0.0,15.3978,True
88,v3,v7,20.0,0.0,20.0,0.6,0.0,0.4,21.5229,True
88,v3,v4,20.0,20.22,10.0,0.6,0.1011,0.2,17.0872,False
88,v3,v11,20.0,70.0,0.0,0.6,0.35,0.0,16.3098,True
88,v3,v6,20.0,80.06,60.0,0.6,0.4003,1.2,15.3481,True
88,v3,v5,20.0,80.22,70.0,0.6,0.4011,1.4,15.2883,True
88,v4,v3,40.0,20.22,10.0,1.0,0.1011,0.2,37.0872,False
88,v4,v7,40.0,20.22,10.0,1.0,0.1011,0.2,37.0872,False
88,v4,v5,40.0,60.67,80.0,1.0,0.3034,1.6,35.4798,True
88,v4,v13,40.0,80.5,90.0,1.0,0.4025,1.8,35.1884,True
88,v4,v11,40.0,90.05,10.0,1.0,0.4502,0.2,35.79,False
89,v1,v12,40.0,13.45,80.0,1.0,0.0673,1.6,36.7881,True
89,v1,v6,40.0,30.15,30.0,1.0,0.1507,0.6,36.4394,False
89,v1,v15,40.0,50.36,60.0,1.0,0.2518,1.2,35.7508,True
89,v1,v8,40.0,50.8,60.0,1.0,0.254,1.2,35.7431,True
89,v1,v16,40.0,50.8,90.0,1.0,0.254,1.8,35.5882,True
89,v2,v19,20.0,60.07,30.0,0.6,0.3004,0.6,15.8406,True
89,v2,v16,20.0,150.12,60.0,0.6,0.7506,1.2,14.802,True
89,v2,v1,20.0,200.02,30.0,0.6,1.0001,0.6,14.7958,True
89,v2,v20,20.0,200.09,50.0,0.6,1.0004,1.0,14.6194,True
89,v2,v12,20.0,210.09,50.0,0.6,1.0504,1.0,14.5771,True
89,v3,v5,20.0,11.66,70.0,0.6,0.0583,1.4,16.9634,True
89,v3,v7,20.0,20.0,20.0,0.6,0.1,0.4,16.9208,True
89,v3,v13,20.0,20.88,50.0,0.6,0.1044,1.0,16.5824,True
89,v3,v4,20.0,30.15,0.0,0.6,0.1507,0.0,17.0414,False
89,v3,v11,20.0,70.0,10.0,0.6,0.35,0.2,16.0088,True
89,v4,v7,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
89,v4,v13,40.0,13.45,50.0,1.0,0.0673,1.0,36.9642,True
89,v4,v5,40.0,21.93,70.0,1.0,0.1097,1.4,36.4148,True
89,v4,v3,40.0,30.15,0.0,1.0,0.1507,0.0,37.0414,False
89,v4,v14,40.0,50.36,80.0,1.0,0.2518,1.6,35.6416,True
90,v1,v16,40.0,41.0,40.0,1.0,0.205,0.8,36.0755,True
90,v1,v6,40.0,60.07,10.0,1.0,0.3004,0.2,36.1416,False
90,v1,v19,40.0,80.22,50.0,1.0,0.4011,1.0,35.4132,True
90,v1,v12,40.0,90.45,40.0,1.0,0.4522,0.8,35.3882,True
90,v1,v15,40.0,110.16,80.0,1.0,0.5508,1.6,34.9617,True
90,v2,v19,20.0,90.05,40.0,0.6,0.4502,0.8,15.3921,True
90,v2,v20,20.0,150.12,70.0,0.6,0.7506,1.4,14.744,True
90,v2,v1,20.0,170.03,10.0,0.6,0.8501,0.2,15.2379,True
90,v2,v16,20.0,210.09,30.0,0.6,1.0504,0.6,14.7531,True
90,v2,v6,20.0,230.0,0.0,0.6,1.15,0.0,15.2765,True
90,v3,v14,20.0,3.0,70.0,0.6,0.015,1.4,18.1427,True
90,v3,v4,20.0,30.15,10.0,0.6,0.1507,0.2,16.7404,False
90,v3,v13,20.0,30.59,70.0,0.6,0.153,1.4,16.1256,True
90,v3,v7,20.0,40.0,0.0,0.6,0.2,0.0,16.7959,False
90,v3,v11,20.0,60.0,10.0,0.6,0.3,0.2,16.1427,True
90,v4,v7,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
90,v4,v3,40.0,30.15,10.0,1.0,0.1507,0.2,36.7404,False
90,v4,v14,40.0,30.59,80.0,1.0,0.153,1.6,36.0745,True
90,v4,v9,40.0,41.0,50.0,1.0,0.205,1.0,35.9963,True
90,v4,v10,40.0,50.36,40.0,1.0,0.2518,0.8,35.8969,True
91,v1,v19,40.0,30.59,70.0,1.0,0.153,1.4,36.1256,True
91,v1,v6,40.0,70.06,20.0,1.0,0.3503,0.4,35.8319,False
91,v1,v16,40.0,80.5,60.0,1.0,0.4025,1.2,35.3433,True
91,v1,v12,40.0,130.31,80.0,1.0,0.6516,1.6,34.8158,True
91,v1,v2,40.0,160.03,20.0,1.0,0.8001,0.4,35.1145,True
91,v2,v20,20.0,80.22,60.0,0.6,0.4011,1.2,15.3463,True
91,v2,v19,20.0,130.03,50.0,0.6,0.6502,1.0,14.9937,True
91,v2,v1,20.0,160.03,20.0,0.6,0.8001,0.4,15.1145,True
91,v2,v6,20.0,230.0,0.0,0.6,1.15,0.0,15.2765,True
91,v2,v16,20.0,240.07,40.0,0.6,1.2004,0.8,14.5403,True
91,v3,v9,20.0,30.59,60.0,0.6,0.153,1.2,16.1836,True
91,v3,v7,20.0,40.0,20.0,0.6,0.2,0.4,16.3188,True
91,v3,v4,20.0,40.11,0.0,0.6,0.2006,0.0,16.7934,False
91,v3,v11,20.0,50.0,0.0,0.6,0.25,0.0,16.6021,False
91,v3,v10,20.0,50.09,50.0,0.6,0.2504,1.0,15.8223,True
91,v4,v7,40.0,3.0,20.0,1.0,0.015,0.4,38.5686,False
91,v4,v10,40.0,11.66,50.0,1.0,0.0583,1.0,37.0883,True
91,v4,v9,40.0,13.45,60.0,1.0,0.0673,1.2,36.8972,True
91,v4,v3,40.0,40.11,0.0,1.0,0.2006,0.0,36.7934,False
91,v4,v11,40.0,90.05,0.0,1.0,0.4502,0.0,36.091,False
92,v1,v19,40.0,40.45,70.0,1.0,0.2022,1.4,35.8831,True
92,v1,v6,40.0,90.05,10.0,1.0,0.4502,0.2,35.79,False
92,v1,v2,40.0,140.03,10.0,1.0,0.7002,0.2,35.4065,False
92,v1,v16,40.0,140.29,30.0,1.0,0.7014,0.6,35.1039,True
92,v1,v20,40.0,160.25,30.0,1.0,0.8013,0.6,34.9883,True
92,v2,v20,20.0,20.88,40.0,0.6,0.1044,0.8,16.6615,True
92,v2,v1,20.0,140.03,10.0,0.6,0.7002,0.2,15.4065,True
92,v2,v19,20.0,180.02,80.0,0.6,0.9001,1.6,14.5351,True
92,v2,v6,20.0,230.0,0.0,0.6,1.15,0.0,15.2765,True
92,v2,v16,20.0,280.06,40.0,0.6,1.4003,0.8,14.4065,True
92,v3,v10,20.0,3.0,90.0,0.6,0.015,1.8,18.0458,True
92,v3,v9,20.0,30.59,100.0,0.6,0.153,2.0,15.9873,True
92,v3,v4,20.0,40.11,10.0,0.6,0.2006,0.2,16.4924,False
92,v3,v11,20.0,50.0,30.0,0.6,0.25,0.6,16.0,True
92,v3,v7,20.0,60.0,10.0,0.6,0.3,0.2,16.1427,True
92,v4,v7,40.0,20.22,0.0,1.0,0.1011,0.0,37.3883,False
92,v4,v3,40.0,40.11,10.0,1.0,0.2006,0.2,36.4924,False
92,v4,v10,40.0,40.45,80.0,1.0,0.2022,1.6,35.832,True
92,v4,v9,40.0,70.58,90.0,1.0,0.3529,1.8,35.3027,True
92,v4,v11,40.0,90.05,20.0,1.0,0.4502,0.4,35.6139,False
93,v1,v6,40.0,80.06,20.0,1.0,0.4003,0.4,35.7161,False
93,v1,v19,40.0,110.16,100.0,1.0,0.5508,2.0,34.8745,True
93,v1,v20,40.0,130.31,80.0,1.0,0.6516,1.6,34.8158,True
93,v1,v5,40.0,150.0,30.0,1.0,0.75,0.6,35.0458,True
93,v1,v2,40.0,150.03,40.0,1.0,0.7501,0.8,34.9487,True
93,v2,v20,20.0,20.88,40.0,0.6,0.1044,0.8,16.6615,True
93,v2,v1,20.0,150.03,40.0,0.6,0.7501,0.8,14.9487,True
93,v2,v6,20.0,230.0,20.0,0.6,1.15,0.4,14.7994,True
93,v2,v19,20.0,260.02,60.0,0.6,1.3001,1.2,14.3249,True
93,v2,v5,20.0,300.01,10.0,0.6,1.5001,0.2,14.7447,True
93,v3,v4,20.0,30.15,20.0,0.6,0.1507,0.4,16.5643,True
93,v3,v7,20.0,50.0,10.0,0.6,0.25,0.2,16.301,False
93,v3,v17,20.0,60.3,40.0,0.6,0.3015,0.8,15.7404,True
93,v3,v11,20.0,80.0,20.0,0.6,0.4,0.4,15.7167,True
93,v3,v10,20.0,90.05,70.0,0.6,0.4502,1.4,15.1879,True
93,v4,v7,40.0,20.22,30.0,1.0,0.1011,0.6,36.7862,False
93,v4,v3,40.0,30.15,20.0,1.0,0.1507,0.4,36.5643,False
93,v4,v17,40.0,31.32,20.0,1.0,0.1566,0.4,36.5312,False
93,v4,v18,40.0,90.2,50.0,1.0,0.451,1.0,35.3114,True
93,v4,v11,40.0,110.04,0.0,1.0,0.5502,0.0,35.9169,False
94,v1,v20,40.0,50.8,30.0,1.0,0.254,0.6,35.9862,False
94,v1,v6,40.0,100.04,10.0,1.0,0.5002,0.2,35.6986,False
94,v1,v2,40.0,110.04,20.0,1.0,0.5502,0.4,35.4398,False
94,v1,v13,40.0,170.0,10.0,1.0,0.85,0.2,35.2381,True
94,v1,v5,40.0,180.0,0.0,1.0,0.9,0.0,35.4895,True
94,v2,v20,20.0,60.3,50.0,0.6,0.3015,1.0,15.6612,True
94,v2,v1,20.0,110.04,20.0,0.6,0.5502,0.4,15.4398,True
94,v2,v6,20.0,210.0,30.0,0.6,1.05,0.6,14.7535,True
94,v2,v13,20.0,280.02,10.0,0.6,1.4001,0.2,14.8046,True
94,v2,v5,20.0,290.02,20.0,0.6,1.4501,0.4,14.598,True
94,v3,v4,20.0,10.44,20.0,0.6,0.0522,0.4,17.4855,True
94,v3,v17,20.0,20.88,50.0,0.6,0.1044,1.0,16.5824,True
94,v3,v18,20.0,50.09,60.0,0.6,0.2504,1.2,15.7554,True
94,v3,v7,20.0,60.0,20.0,0.6,0.3,0.4,15.9666,True
94,v3,v11,20.0,100.0,10.0,0.6,0.5,0.2,15.699,True
94,v4,v3,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
94,v4,v17,40.0,13.45,70.0,1.0,0.0673,1.4,36.8392,True
94,v4,v18,40.0,40.45,80.0,1.0,0.2022,1.6,35.832,True
94,v4,v7,40.0,50.09,0.0,1.0,0.2504,0.0,36.6005,False
94,v4,v11,40.0,110.04,10.0,1.0,0.5502,0.2,35.6159,False
95,v1,v20,40.0,21.93,20.0,1.0,0.1097,0.4,36.8407,False
95,v1,v6,40.0,110.04,40.0,1.0,0.5502,0.8,35.2179,True
95,v1,v2,40.0,130.03,20.0,1.0,0.6502,0.4,35.2948,True
95,v1,v13,40.0,160.0,0.0,1.0,0.8,0.0,35.5918,True
95,v1,v5,40.0,180.0,40.0,1.0,0.9,0.8,34.7905,True
95,v2,v20,20.0,110.16,40.0,0.6,0.5508,0.8,15.217,True
95,v2,v1,20.0,130.03,20.0,0.6,0.6502,0.4,15.2948,True
95,v2,v6,20.0,240.0,20.0,0.6,1.2,0.4,14.7625,True
95,v2,v13,20.0,290.02,20.0,0.6,1.4501,0.4,14.598,True
95,v2,v5,20.0,310.01,20.0,0.6,1.5501,0.4,14.5401,True
95,v3,v18,20.0,10.44,60.0,0.6,0.0522,1.2,17.1175,True
95,v3,v4,20.0,30.15,0.0,0.6,0.1507,0.0,17.0414,False
95,v3,v17,20.0,30.59,70.0,0.6,0.153,1.4,16.1256,True
95,v3,v7,20.0,80.0,30.0,0.6,0.4,0.6,15.5918,True
95,v3,v11,20.0,90.0,0.0,0.6,0.45,0.0,16.0915,True
95,v4,v3,40.0,30.15,0.0,1.0,0.1507,0.0,37.0414,False
95,v4,v18,40.0,40.45,60.0,1.0,0.2022,1.2,35.9411,True
95,v4,v7,40.0,50.09,30.0,1.0,0.2504,0.6,35.9984,False
95,v4,v17,40.0,60.67,70.0,1.0,0.3034,1.4,35.5309,True
95,v4,v11,40.0,120.04,0.0,1.0,0.6002,0.0,35.8414,False
96,v1,v20,40.0,9.0,70.0,1.0,0.045,1.4,37.1884,True
96,v1,v6,40.0,70.06,10.0,1.0,0.3503,0.2,36.008,False
96,v1,v5,40.0,140.0,10.0,1.0,0.7,0.2,35.4067,False
96,v1,v2,40.0,150.03,10.0,1.0,0.7501,0.2,35.3466,False
96,v1,v13,40.0,160.0,10.0,1.0,0.8,0.2,35.2907,True
96,v2,v1,20.0,150.03,10.0,0.6,0.7501,0.2,15.3466,True
96,v2,v20,20.0,150.12,80.0,0.6,0.7506,1.6,14.6929,True
96,v2,v6,20.0,220.0,0.0,0.6,1.1,0.0,15.3152,True
96,v2,v5,20.0,290.02,0.0,0.6,1.4501,0.0,15.0752,True
96,v2,v13,20.0,310.01,20.0,0.6,1.5501,0.4,14.5401,True
96,v3,v4,20.0,30.15,40.0,0.6,0.1507,0.8,16.3425,True
96,v3,v18,20.0,70.06,60.0,0.6,0.3503,1.2,15.4639,True
96,v3,v11,20.0,90.0,40.0,0.6,0.45,0.8,15.3925,True
96,v3,v17,20.0,100.18,70.0,0.6,0.5009,1.4,15.0953,True
96,v3,v7,20.0,110.0,30.0,0.6,0.55,0.6,15.3152,True
96,v4,v3,40.0,30.15,40.0,1.0,0.1507,0.8,36.3425,True
96,v4,v7,40.0,80.06,10.0,1.0,0.4003,0.2,35.8922,False
96,v4,v18,40.0,100.18,20.0,1.0,0.5009,0.4,35.5213,False
96,v4,v11,40.0,120.04,0.0,1.0,0.6002,0.0,35.8414,False
96,v4,v17,40.0,130.31,30.0,1.0,0.6516,0.6,35.168,True
97,v1,v6,40.0,60.07,40.0,1.0,0.3004,0.8,35.7436,True
97,v1,v20,40.0,70.58,60.0,1.0,0.3529,1.2,35.4576,True
97,v1,v5,40.0,130.0,40.0,1.0,0.65,0.8,35.0731,True
97,v1,v2,40.0,160.03,40.0,1.0,0.8001,0.8,34.8926,True
97,v1,v13,40.0,170.0,20.0,1.0,0.85,0.4,35.062,True
97,v2,v1,20.0,160.03,40.0,0.6,0.8001,0.8,14.8926,True
97,v2,v6,20.0,220.0,0.0,0.6,1.1,0.0,15.3152,True
97,v2,v20,20.0,230.08,100.0,0.6,1.1504,2.0,14.2349,True
97,v2,v5,20.0,290.02,0.0,0.6,1.4501,0.0,15.0752,True
97,v2,v13,20.0,330.01,20.0,0.6,1.6501,0.4,14.4858,True
97,v3,v4,20.0,10.44,0.0,0.6,0.0522,0.0,17.9626,False
97,v3,v7,20.0,80.0,40.0,0.6,0.4,0.8,15.4949,True
97,v3,v15,20.0,120.0,20.0,0.6,0.6,0.4,15.3645,True
