time,car_ID_TX,car_ID_RX,snr_values,distance_values,rel_speed_values,snr_values_norm,distance_values_norm,rel_speed_values_norm,composite_snr_db,use_nn
97,v3,v11,20.0,130.0,10.0,0.6,0.65,0.2,15.4711,True
97,v3,v18,20.0,130.03,70.0,0.6,0.6502,1.4,14.8688,True
97,v4,v3,40.0,10.44,0.0,1.0,0.0522,0.0,37.9626,False
97,v4,v7,40.0,90.05,40.0,1.0,0.4502,0.8,35.3921,True
97,v4,v15,40.0,110.04,20.0,1.0,0.5502,0.4,35.4398,False
97,v4,v11,40.0,120.04,10.0,1.0,0.6002,0.2,35.5403,False
97,v4,v18,40.0,120.15,70.0,1.0,0.6007,1.4,34.9375,True
98,v1,v6,40.0,20.22,0.0,1.0,0.1011,0.0,37.3883,False
98,v1,v5,40.0,90.0,20.0,1.0,0.45,0.4,35.6144,False
98,v1,v20,40.0,130.31,60.0,1.0,0.6516,1.2,34.9249,True
98,v1,v13,40.0,150.0,10.0,1.0,0.75,0.2,35.3468,False
98,v1,v2,40.0,200.02,10.0,1.0,1.0001,0.2,35.0968,True
98,v2,v1,20.0,200.02,10.0,0.6,1.0001,0.2,15.0968,True
98,v2,v6,20.0,220.0,10.0,0.6,1.1,0.2,15.0141,True
98,v2,v5,20.0,290.02,30.0,0.6,1.4501,0.6,14.4731,True
98,v2,v20,20.0,330.05,50.0,0.6,1.6503,1.0,14.1847,True
98,v2,v13,20.0,350.01,20.0,0.6,1.7501,0.4,14.4347,True
98,v3,v4,20.0,10.44,20.0,0.6,0.0522,0.4,17.4855,True
98,v3,v7,20.0,40.0,10.0,0.6,0.2,0.2,16.4949,False
98,v3,v11,20.0,140.0,10.0,0.6,0.7,0.2,15.4067,True
98,v3,v15,20.0,140.0,20.0,0.6,0.7,0.4,15.2306,True
98,v3,v8,20.0,150.03,30.0,0.6,0.7501,0.6,15.0456,True
98,v4,v3,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
98,v4,v7,40.0,50.09,10.0,1.0,0.2504,0.2,36.2995,False
98,v4,v11,40.0,130.03,10.0,1.0,0.6502,0.2,35.4709,False
98,v4,v15,40.0,130.03,0.0,1.0,0.6502,0.0,35.7719,False
98,v4,v8,40.0,140.0,10.0,1.0,0.7,0.2,35.4067,False
99,v1,v6,40.0,20.22,0.0,1.0,0.1011,0.0,37.3883,False
99,v1,v5,40.0,70.0,10.0,1.0,0.35,0.2,36.0088,False
99,v1,v13,40.0,140.0,0.0,1.0,0.7,0.0,35.7077,False
99,v1,v2,40.0,190.02,20.0,1.0,0.9501,0.4,34.9653,True
99,v1,v20,40.0,190.21,60.0,1.0,0.9511,1.2,34.5964,True
99,v2,v1,20.0,190.02,20.0,0.6,0.9501,0.4,14.9653,True
99,v2,v6,20.0,210.0,20.0,0.6,1.05,0.4,14.8784,True
99,v2,v5,20.0,260.02,10.0,0.6,1.3001,0.2,14.869,True
99,v2,v13,20.0,330.01,20.0,0.6,1.6501,0.4,14.4858,True
99,v2,v20,20.0,380.05,80.0,0.6,1.9002,1.6,13.8861,True
99,v3,v4,20.0,10.44,10.0,0.6,0.0522,0.2,17.6615,False
99,v3,v7,20.0,50.0,30.0,0.6,0.25,0.6,16.0,True
99,v3,v15,20.0,120.0,10.0,0.6,0.6,0.2,15.5406,True
99,v3,v8,20.0,120.04,20.0,0.6,0.6002,0.4,15.3642,True
99,v3,v11,20.0,130.0,30.0,0.6,0.65,0.6,15.1701,True
99,v4,v3,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
99,v4,v7,40.0,40.11,40.0,1.0,0.2006,0.8,36.0945,True
99,v4,v8,40.0,130.0,30.0,1.0,0.65,0.6,35.1701,True
99,v4,v15,40.0,130.03,20.0,1.0,0.6502,0.4,35.2948,True
99,v4,v11,40.0,140.03,40.0,1.0,0.7002,0.8,35.0086,True
100,v1,v6,40.0,20.22,10.0,1.0,0.1011,0.2,37.0872,False
100,v1,v5,40.0,60.0,30.0,1.0,0.3,0.6,35.8416,False
100,v1,v13,40.0,140.0,30.0,1.0,0.7,0.6,35.1057,True
100,v1,v2,40.0,210.02,20.0,1.0,1.0501,0.4,34.8784,True
100,v1,v20,40.0,250.16,50.0,1.0,1.2508,1.0,34.4254,True
100,v2,v1,20.0,210.02,20.0,0.6,1.0501,0.4,14.8784,True
100,v2,v6,20.0,230.0,10.0,0.6,1.15,0.2,14.9755,True
100,v2,v5,20.0,270.02,10.0,0.6,1.3501,0.2,14.8362,True
100,v2,v13,20.0,350.01,10.0,0.6,1.7501,0.2,14.6108,True
100,v2,v20,20.0,460.04,70.0,0.6,2.3002,1.4,13.7713,True
100,v3,v7,20.0,20.0,30.0,0.6,0.1,0.6,16.7959,True
100,v3,v4,20.0,20.22,10.0,0.6,0.1011,0.2,17.0872,False
100,v3,v15,20.0,130.0,10.0,0.6,0.65,0.2,15.4711,True
100,v3,v8,20.0,140.03,0.0,0.6,0.7002,0.0,15.7075,True
100,v3,v11,20.0,160.0,10.0,0.6,0.8,0.2,15.2907,True
100,v4,v7,40.0,3.0,20.0,1.0,0.015,0.4,38.5686,False
100,v4,v3,40.0,20.22,10.0,1.0,0.1011,0.2,37.0872,False
100,v4,v15,40.0,150.03,0.0,1.0,0.7501,0.0,35.6476,False
100,v4,v8,40.0,160.0,10.0,1.0,0.8,0.2,35.2907,True
100,v4,v11,40.0,180.02,20.0,1.0,0.9001,0.4,35.0122,True
101,v1,v6,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
101,v1,v5,40.0,30.0,0.0,1.0,0.15,0.0,37.0458,False
101,v1,v13,40.0,110.0,30.0,1.0,0.55,0.6,35.3152,True
101,v1,v2,40.0,230.02,10.0,1.0,1.1501,0.2,34.9754,True
101,v1,v14,40.0,290.02,30.0,1.0,1.4501,0.6,34.4731,True
101,v2,v1,20.0,230.02,10.0,0.6,1.1501,0.2,14.9754,True
101,v2,v6,20.0,240.0,20.0,0.6,1.2,0.4,14.7625,True
101,v2,v5,20.0,260.02,10.0,0.6,1.3001,0.2,14.869,True
101,v2,v13,20.0,340.01,40.0,0.6,1.7001,0.8,14.238,True
101,v2,v14,20.0,520.0,40.0,0.6,2.6,0.8,13.869,True
101,v3,v7,20.0,10.0,0.0,0.6,0.05,0.0,18.0,False
101,v3,v4,20.0,10.44,20.0,0.6,0.0522,0.4,17.4855,True
101,v3,v15,20.0,140.0,0.0,0.6,0.7,0.0,15.7077,True
101,v3,v8,20.0,140.03,30.0,0.6,0.7002,0.6,15.1055,True
101,v3,v11,20.0,150.0,0.0,0.6,0.75,0.0,15.6478,True
101,v4,v3,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
101,v4,v7,40.0,20.22,20.0,1.0,0.1011,0.4,36.9112,False
101,v4,v8,40.0,150.0,10.0,1.0,0.75,0.2,35.3468,False
101,v4,v15,40.0,150.03,20.0,1.0,0.7501,0.4,35.1705,True
101,v4,v11,40.0,160.03,20.0,1.0,0.8001,0.4,35.1145,True
102,v1,v6,40.0,20.22,30.0,1.0,0.1011,0.6,36.7862,False
102,v1,v5,40.0,30.0,40.0,1.0,0.15,0.8,36.3468,True
102,v1,v13,40.0,140.0,30.0,1.0,0.7,0.6,35.1057,True
102,v1,v2,40.0,240.02,10.0,1.0,1.2001,0.2,34.9385,True
102,v1,v9,40.0,310.0,10.0,1.0,1.55,0.2,34.7162,True
102,v2,v1,20.0,240.02,10.0,0.6,1.2001,0.2,14.9385,True
102,v2,v6,20.0,260.0,20.0,0.6,1.3,0.4,14.6929,True
102,v2,v5,20.0,270.02,30.0,0.6,1.3501,0.6,14.5352,True
102,v2,v13,20.0,380.01,20.0,0.6,1.9001,0.4,14.3633,True
102,v2,v10,20.0,550.0,10.0,0.6,2.75,0.2,14.2182,True
102,v3,v7,20.0,10.0,20.0,0.6,0.05,0.4,17.5229,True
102,v3,v4,20.0,10.44,10.0,0.6,0.0522,0.2,17.6615,False
102,v3,v15,20.0,140.0,20.0,0.6,0.7,0.4,15.2306,True
102,v3,v11,20.0,150.0,0.0,0.6,0.75,0.0,15.6478,True
102,v3,v8,20.0,170.03,20.0,0.6,0.8501,0.4,15.0618,True
102,v4,v7,40.0,3.0,10.0,1.0,0.015,0.2,38.7447,False
102,v4,v3,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
102,v4,v15,40.0,130.03,10.0,1.0,0.6502,0.2,35.4709,False
102,v4,v11,40.0,140.03,10.0,1.0,0.7002,0.2,35.4065,False
102,v4,v8,40.0,160.0,10.0,1.0,0.8,0.2,35.2907,True
103,v1,v6,40.0,50.09,30.0,1.0,0.2504,0.6,35.9984,False
103,v1,v5,40.0,70.0,20.0,1.0,0.35,0.4,35.8327,False
103,v1,v13,40.0,170.0,0.0,1.0,0.85,0.0,35.5391,True
103,v1,v2,40.0,230.02,20.0,1.0,1.1501,0.4,34.7993,True
103,v1,v10,40.0,310.01,10.0,1.0,1.5501,0.2,34.7162,True
103,v2,v1,20.0,230.02,20.0,0.6,1.1501,0.4,14.7993,True
103,v2,v6,20.0,280.0,10.0,0.6,1.4,0.2,14.8047,True
103,v2,v5,20.0,300.01,0.0,0.6,1.5001,0.0,15.0457,True
103,v2,v13,20.0,400.01,20.0,0.6,2.0001,0.4,14.3187,True
103,v2,v10,20.0,540.0,10.0,0.6,2.7,0.2,14.2342,True
103,v3,v4,20.0,3.0,10.0,0.6,0.015,0.2,18.7447,False
103,v3,v7,20.0,10.0,30.0,0.6,0.05,0.6,17.3979,True
103,v3,v15,20.0,120.0,10.0,0.6,0.6,0.2,15.5406,True
103,v3,v11,20.0,150.0,10.0,0.6,0.75,0.2,15.3468,True
103,v3,v8,20.0,150.03,30.0,0.6,0.7501,0.6,15.0456,True
103,v4,v3,40.0,3.0,10.0,1.0,0.015,0.2,38.7447,False
103,v4,v7,40.0,10.44,20.0,1.0,0.0522,0.4,37.4855,False
103,v4,v15,40.0,120.04,0.0,1.0,0.6002,0.0,35.8414,False
103,v4,v8,40.0,150.0,20.0,1.0,0.75,0.4,35.1707,True
103,v4,v11,40.0,150.03,20.0,1.0,0.7501,0.4,35.1705,True
104,v1,v6,40.0,80.06,0.0,1.0,0.4003,0.0,36.1932,False
104,v1,v5,40.0,90.0,30.0,1.0,0.45,0.6,35.4895,False
104,v1,v13,40.0,170.0,10.0,1.0,0.85,0.2,35.2381,True
104,v1,v2,40.0,210.02,20.0,1.0,1.0501,0.4,34.8784,True
104,v1,v10,40.0,320.01,10.0,1.0,1.6001,0.2,34.6886,True
104,v2,v1,20.0,210.02,20.0,0.6,1.0501,0.4,14.8784,True
104,v2,v6,20.0,290.0,20.0,0.6,1.45,0.4,14.5981,True
104,v2,v5,20.0,300.01,10.0,0.6,1.5001,0.2,14.7447,True
104,v2,v13,20.0,380.01,30.0,0.6,1.9001,0.6,14.2383,True
104,v2,v10,20.0,530.0,10.0,0.6,2.65,0.2,14.2504,True
104,v3,v4,20.0,10.44,10.0,0.6,0.0522,0.2,17.6615,False
104,v3,v7,20.0,20.0,10.0,0.6,0.1,0.2,17.0969,False
104,v3,v15,20.0,130.0,20.0,0.6,0.65,0.4,15.295,True
104,v3,v11,20.0,140.0,20.0,0.6,0.7,0.4,15.2306,True
104,v3,v8,20.0,180.02,30.0,0.6,0.9001,0.6,14.8873,True
104,v4,v3,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
104,v4,v7,40.0,10.44,0.0,1.0,0.0522,0.0,37.9626,False
104,v4,v15,40.0,120.04,10.0,1.0,0.6002,0.2,35.5403,False
104,v4,v11,40.0,130.03,10.0,1.0,0.6502,0.2,35.4709,False
104,v4,v8,40.0,170.0,20.0,1.0,0.85,0.4,35.062,True
105,v1,v6,40.0,80.06,20.0,1.0,0.4003,0.4,35.7161,False
105,v1,v5,40.0,120.0,0.0,1.0,0.6,0.0,35.8416,False
105,v1,v13,40.0,160.0,30.0,1.0,0.8,0.6,34.9897,True
105,v1,v2,40.0,190.02,10.0,1.0,0.9501,0.2,35.1414,True
105,v1,v10,40.0,330.01,30.0,1.0,1.6501,0.6,34.3609,True
105,v2,v1,20.0,190.02,10.0,0.6,0.9501,0.2,15.1414,True
105,v2,v6,20.0,270.0,30.0,0.6,1.35,0.6,14.5352,True
105,v2,v5,20.0,310.01,10.0,0.6,1.5501,0.2,14.7162,True
105,v2,v13,20.0,350.01,40.0,0.6,1.7501,0.8,14.2129,True
105,v2,v10,20.0,520.0,40.0,0.6,2.6,0.8,13.869,True
105,v3,v4,20.0,3.0,0.0,0.6,0.015,0.0,19.0458,False
105,v3,v7,20.0,10.0,10.0,0.6,0.05,0.2,17.699,False
105,v3,v15,20.0,110.0,30.0,0.6,0.55,0.6,15.3152,True
105,v3,v11,20.0,120.0,10.0,0.6,0.6,0.2,15.5406,True
105,v3,v8,20.0,150.03,10.0,0.6,0.7501,0.2,15.3466,True
105,v4,v3,40.0,3.0,0.0,1.0,0.015,0.0,39.0458,False
105,v4,v7,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
105,v4,v15,40.0,110.04,30.0,1.0,0.5502,0.6,35.3148,True
105,v4,v11,40.0,120.04,10.0,1.0,0.6002,0.2,35.5403,False
105,v4,v8,40.0,150.0,10.0,1.0,0.75,0.2,35.3468,False
106,v1,v6,40.0,60.07,30.0,1.0,0.3004,0.6,35.8406,False
106,v1,v5,40.0,120.0,40.0,1.0,0.6,0.8,35.1427,True
106,v1,v13,40.0,130.0,30.0,1.0,0.65,0.6,35.1701,True
106,v1,v2,40.0,180.02,10.0,1.0,0.9001,0.2,35.1883,True
106,v1,v10,40.0,300.01,10.0,1.0,1.5001,0.2,34.7447,True
106,v2,v1,20.0,180.02,10.0,0.6,0.9001,0.2,15.1883,True
106,v2,v6,20.0,240.0,20.0,0.6,1.2,0.4,14.7625,True
106,v2,v5,20.0,300.01,30.0,0.6,1.5001,0.6,14.4437,True
106,v2,v13,20.0,310.01,20.0,0.6,1.5501,0.4,14.5401,True
106,v2,v10,20.0,480.0,0.0,0.6,2.4,0.0,14.6375,True
106,v3,v4,20.0,3.0,10.0,0.6,0.015,0.2,18.7447,False
106,v3,v7,20.0,20.0,10.0,0.6,0.1,0.2,17.0969,False
106,v3,v15,20.0,80.0,10.0,0.6,0.4,0.2,15.8928,True
106,v3,v11,20.0,110.0,10.0,0.6,0.55,0.2,15.6162,True
106,v3,v8,20.0,140.03,30.0,0.6,0.7002,0.6,15.1055,True
106,v4,v3,40.0,3.0,10.0,1.0,0.015,0.2,38.7447,False
106,v4,v7,40.0,20.22,20.0,1.0,0.1011,0.4,36.9112,False
106,v4,v15,40.0,80.06,0.0,1.0,0.4003,0.0,36.1932,False
106,v4,v11,40.0,110.04,0.0,1.0,0.5502,0.0,35.9169,False
106,v4,v8,40.0,140.0,40.0,1.0,0.7,0.8,35.0088,True
107,v1,v6,40.0,90.05,10.0,1.0,0.4502,0.2,35.79,False
107,v1,v5,40.0,160.0,10.0,1.0,0.8,0.2,35.2907,True
107,v1,v13,40.0,160.0,20.0,1.0,0.8,0.4,35.1146,True
107,v1,v2,40.0,170.03,40.0,1.0,0.8501,0.8,34.84,True
107,v1,v10,40.0,310.01,40.0,1.0,1.5501,0.8,34.3183,True
107,v2,v1,20.0,170.03,40.0,0.6,0.8501,0.8,14.84,True
107,v2,v6,20.0,260.0,30.0,0.6,1.3,0.6,14.568,True
107,v2,v5,20.0,330.01,30.0,0.6,1.6501,0.6,14.3609,True
107,v2,v13,20.0,330.01,20.0,0.6,1.6501,0.4,14.4858,True
107,v2,v10,20.0,480.0,0.0,0.6,2.4,0.0,14.6375,True
107,v3,v4,20.0,10.44,10.0,0.6,0.0522,0.2,17.6615,False
107,v3,v7,20.0,30.0,10.0,0.6,0.15,0.2,16.7447,False
107,v3,v15,20.0,70.0,30.0,0.6,0.35,0.6,15.7077,True
107,v3,v11,20.0,100.0,10.0,0.6,0.5,0.2,15.699,True
107,v3,v8,20.0,170.03,0.0,0.6,0.8501,0.0,15.539,True
107,v4,v3,40.0,10.44,10.0,1.0,0.0522,0.2,37.6615,False
107,v4,v7,40.0,40.11,0.0,1.0,0.2006,0.0,36.7934,False
107,v4,v15,40.0,80.06,20.0,1.0,0.4003,0.4,35.7161,False
107,v4,v11,40.0,110.04,0.0,1.0,0.5502,0.0,35.9169,False
107,v4,v8,40.0,180.0,10.0,1.0,0.9,0.2,35.1884,True
108,v1,v6,40.0,80.06,10.0,1.0,0.4003,0.2,35.8922,False
108,v1,v13,40.0,140.0,0.0,1.0,0.7,0.0,35.7077,False
108,v1,v5,40.0,150.0,40.0,1.0,0.75,0.8,34.9488,True
108,v1,v2,40.0,210.02,40.0,1.0,1.0501,0.8,34.6565,True
108,v1,v10,40.0,270.02,20.0,1.0,1.3501,0.4,34.6601,True
108,v2,v1,20.0,210.02,40.0,0.6,1.0501,0.8,14.6565,True
108,v2,v6,20.0,290.0,30.0,0.6,1.45,0.6,14.4731,True
108,v2,v13,20.0,350.01,40.0,0.6,1.7501,0.8,14.2129,True
108,v2,v5,20.0,360.01,0.0,0.6,1.8001,0.0,14.8874,True
108,v2,v10,20.0,480.0,20.0,0.6,2.4,0.4,14.1604,True
108,v3,v7,20.0,20.0,0.0,0.6,0.1,0.0,17.3979,False
108,v3,v4,20.0,20.22,30.0,0.6,0.1011,0.6,16.7862,True
108,v3,v15,20.0,40.0,10.0,0.6,0.2,0.2,16.4949,False
108,v3,v11,20.0,90.0,30.0,0.6,0.45,0.6,15.4895,True
108,v3,v8,20.0,170.03,30.0,0.6,0.8501,0.6,14.9369,True
108,v4,v3,40.0,20.22,30.0,1.0,0.1011,0.6,36.7862,False
108,v4,v7,40.0,40.11,30.0,1.0,0.2006,0.6,36.1914,False
108,v4,v15,40.0,60.07,40.0,1.0,0.3004,0.8,35.7436,True
108,v4,v11,40.0,110.04,0.0,1.0,0.5502,0.0,35.9169,False
108,v4,v8,40.0,190.0,0.0,1.0,0.95,0.0,35.4425,True
109,v1,v6,40.0,70.06,20.0,1.0,0.3503,0.4,35.8319,False
109,v1,v5,40.0,110.0,20.0,1.0,0.55,0.4,35.4401,False
109,v1,v13,40.0,140.0,40.0,1.0,0.7,0.8,35.0088,True
109,v1,v2,40.0,250.02,40.0,1.0,1.2501,0.8,34.5051,True
109,v1,v10,40.0,250.02,20.0,1.0,1.2501,0.4,34.7269,True
109,v2,v1,20.0,250.02,40.0,0.6,1.2501,0.8,14.5051,True
109,v2,v6,20.0,320.0,20.0,0.6,1.6,0.4,14.5126,True
109,v2,v5,20.0,360.01,20.0,0.6,1.8001,0.4,14.4102,True
109,v2,v13,20.0,390.01,0.0,0.6,1.9501,0.0,14.8178,True
109,v2,v10,20.0,500.0,20.0,0.6,2.5,0.4,14.1249,True
109,v3,v7,20.0,20.0,0.0,0.6,0.1,0.0,17.3979,False
109,v3,v15,20.0,50.0,0.0,0.6,0.25,0.0,16.6021,False
109,v3,v4,20.0,50.09,10.0,0.6,0.2504,0.2,16.2995,False
109,v3,v11,20.0,60.0,0.0,0.6,0.3,0.0,16.4437,True
109,v3,v8,20.0,140.03,20.0,0.6,0.7002,0.4,15.2304,True
109,v4,v3,40.0,50.09,10.0,1.0,0.2504,0.2,36.2995,False
109,v4,v7,40.0,70.06,10.0,1.0,0.3503,0.2,36.008,False
109,v4,v15,40.0,100.04,10.0,1.0,0.5002,0.2,35.6986,False
109,v4,v11,40.0,110.04,10.0,1.0,0.5502,0.2,35.6159,False
109,v4,v8,40.0,190.0,30.0,1.0,0.95,0.6,34.8404,True
110,v1,v6,40.0,90.05,10.0,1.0,0.4502,0.2,35.79,False
110,v1,v5,40.0,130.0,20.0,1.0,0.65,0.4,35.295,True
110,v1,v13,40.0,180.0,30.0,1.0,0.9,0.6,34.8874,True
110,v1,v2,40.0,210.02,30.0,1.0,1.0501,0.6,34.7534,True
110,v1,v10,40.0,270.02,0.0,1.0,1.3501,0.0,35.1372,True
110,v2,v1,20.0,210.02,30.0,0.6,1.0501,0.6,14.7534,True
110,v2,v6,20.0,300.0,20.0,0.6,1.5,0.4,14.5686,True
110,v2,v5,20.0,340.01,10.0,0.6,1.7001,0.2,14.636,True
110,v2,v13,20.0,390.01,0.0,0.6,1.9501,0.0,14.8178,True
110,v2,v10,20.0,480.0,30.0,0.6,2.4,0.6,14.0355,True
110,v3,v7,20.0,20.0,10.0,0.6,0.1,0.2,17.0969,False
110,v3,v15,20.0,50.0,20.0,0.6,0.25,0.4,16.1249,True
110,v3,v11,20.0,60.0,20.0,0.6,0.3,0.4,15.9666,True
110,v3,v4,20.0,60.07,0.0,0.6,0.3004,0.0,16.4426,True
110,v3,v8,20.0,160.03,0.0,0.6,0.8001,0.0,15.5916,True
110,v4,v3,40.0,60.07,0.0,1.0,0.3004,0.0,36.4426,False
110,v4,v7,40.0,80.06,10.0,1.0,0.4003,0.2,35.8922,False
110,v4,v15,40.0,110.04,20.0,1.0,0.5502,0.4,35.4398,False
110,v4,v11,40.0,120.04,20.0,1.0,0.6002,0.4,35.3642,False
110,v4,v8,40.0,220.0,0.0,1.0,1.1,0.0,35.3152,True
111,v1,v6,40.0,100.04,10.0,1.0,0.5002,0.2,35.6986,False
111,v1,v5,40.0,150.0,30.0,1.0,0.75,0.6,35.0458,True
111,v1,v2,40.0,180.02,20.0,1.0,0.9001,0.4,35.0122,True
111,v1,v13,40.0,210.0,30.0,1.0,1.05,0.6,34.7535,True
111,v1,v10,40.0,270.02,20.0,1.0,1.3501,0.4,34.6601,True
111,v2,v1,20.0,180.02,20.0,0.6,0.9001,0.4,15.0122,True
111,v2,v6,20.0,280.0,10.0,0.6,1.4,0.2,14.8047,True
111,v2,v5,20.0,330.01,10.0,0.6,1.6501,0.2,14.6619,True
111,v2,v13,20.0,390.01,10.0,0.6,1.9501,0.2,14.5168,True
111,v2,v10,20.0,450.0,0.0,0.6,2.25,0.0,14.6936,True
111,v3,v7,20.0,30.0,20.0,0.6,0.15,0.4,16.5686,True
111,v3,v4,20.0,60.07,10.0,0.6,0.3004,0.2,16.1416,True
111,v3,v15,20.0,70.0,0.0,0.6,0.35,0.0,16.3098,True
111,v3,v11,20.0,80.0,20.0,0.6,0.4,0.4,15.7167,True
111,v3,v8,20.0,160.03,10.0,0.6,0.8001,0.2,15.2906,True
111,v4,v3,40.0,60.07,10.0,1.0,0.3004,0.2,36.1416,False
111,v4,v7,40.0,90.05,30.0,1.0,0.4502,0.6,35.489,True
111,v4,v15,40.0,130.03,10.0,1.0,0.6502,0.2,35.4709,False
111,v4,v11,40.0,140.03,30.0,1.0,0.7002,0.6,35.1055,True
111,v4,v8,40.0,220.0,20.0,1.0,1.1,0.4,34.838,True
112,v1,v6,40.0,90.05,10.0,1.0,0.4502,0.2,35.79,False
112,v1,v5,40.0,120.0,20.0,1.0,0.6,0.4,35.3645,False
112,v1,v13,40.0,180.0,0.0,1.0,0.9,0.0,35.4895,True
112,v1,v2,40.0,200.02,10.0,1.0,1.0001,0.2,35.0968,True
112,v1,v10,40.0,250.02,10.0,1.0,1.2501,0.2,34.903,True
112,v2,v1,20.0,200.02,10.0,0.6,1.0001,0.2,15.0968,True
112,v2,v6,20.0,290.0,0.0,0.6,1.45,0.0,15.0752,True
112,v2,v5,20.0,320.01,30.0,0.6,1.6001,0.6,14.3876,True
112,v2,v13,20.0,380.01,10.0,0.6,1.9001,0.2,14.5394,True
112,v2,v10,20.0,450.0,20.0,0.6,2.25,0.4,14.2165,True
112,v3,v7,20.0,50.0,10.0,0.6,0.25,0.2,16.301,False
112,v3,v15,20.0,70.0,10.0,0.6,0.35,0.2,16.0088,True
112,v3,v4,20.0,70.06,20.0,0.6,0.3503,0.4,15.8319,True
112,v3,v11,20.0,100.0,0.0,0.6,0.5,0.0,16.0,True
112,v3,v8,20.0,170.03,30.0,0.6,0.8501,0.6,14.9369,True
112,v4,v3,40.0,70.06,20.0,1.0,0.3503,0.4,35.8319,False
112,v4,v7,40.0,120.04,10.0,1.0,0.6002,0.2,35.5403,False
112,v4,v15,40.0,140.03,30.0,1.0,0.7002,0.6,35.1055,True
112,v4,v11,40.0,170.03,20.0,1.0,0.8501,0.4,35.0618,True
112,v4,v8,40.0,240.0,10.0,1.0,1.2,0.2,34.9385,True
113,v1,v6,40.0,80.06,20.0,1.0,0.4003,0.4,35.7161,False
113,v1,v5,40.0,140.0,10.0,1.0,0.7,0.2,35.4067,False
113,v1,v13,40.0,180.0,20.0,1.0,0.9,0.4,35.0123,True
113,v1,v2,40.0,210.02,10.0,1.0,1.0501,0.2,35.0544,True
113,v1,v10,40.0,260.02,0.0,1.0,1.3001,0.0,35.17,True
113,v2,v1,20.0,210.02,10.0,0.6,1.0501,0.2,15.0544,True
113,v2,v6,20.0,290.0,30.0,0.6,1.45,0.6,14.4731,True
113,v2,v5,20.0,350.01,0.0,0.6,1.7501,0.0,14.9118,True
113,v2,v13,20.0,390.01,30.0,0.6,1.9501,0.6,14.2158,True
113,v2,v10,20.0,470.0,10.0,0.6,2.35,0.2,14.3548,True
113,v3,v4,20.0,50.09,20.0,0.6,0.2504,0.4,16.1234,True
113,v3,v7,20.0,60.0,20.0,0.6,0.3,0.4,15.9666,True
113,v3,v15,20.0,60.0,20.0,0.6,0.3,0.4,15.9666,True
113,v3,v11,20.0,100.0,20.0,0.6,0.5,0.4,15.5229,True
113,v3,v8,20.0,200.02,20.0,0.6,1.0001,0.4,14.9207,True
113,v4,v3,40.0,50.09,20.0,1.0,0.2504,0.4,36.1234,False
113,v4,v7,40.0,110.04,40.0,1.0,0.5502,0.8,35.2179,True
113,v4,v15,40.0,110.04,40.0,1.0,0.5502,0.8,35.2179,True
113,v4,v11,40.0,150.03,40.0,1.0,0.7501,0.8,34.9487,True
113,v4,v8,40.0,250.0,40.0,1.0,1.25,0.8,34.5051,True
114,v1,v6,40.0,100.04,20.0,1.0,0.5002,0.4,35.5225,False
114,v1,v5,40.0,130.0,20.0,1.0,0.65,0.4,35.295,True
114,v1,v13,40.0,200.0,30.0,1.0,1.0,0.6,34.7959,True
114,v1,v2,40.0,220.02,10.0,1.0,1.1001,0.2,35.014,True
114,v1,v10,40.0,260.02,10.0,1.0,1.3001,0.2,34.869,True
114,v2,v1,20.0,220.02,10.0,0.6,1.1001,0.2,15.014,True
114,v2,v6,20.0,320.0,10.0,0.6,1.6,0.2,14.6887,True
114,v2,v5,20.0,350.01,10.0,0.6,1.7501,0.2,14.6108,True
114,v2,v13,20.0,420.01,20.0,0.6,2.1001,0.4,14.2764,True
114,v2,v10,20.0,480.0,0.0,0.6,2.4,0.0,14.6375,True
114,v3,v4,20.0,30.15,30.0,0.6,0.1507,0.6,16.4394,True
114,v3,v7,20.0,40.0,40.0,0.6,0.2,0.8,16.0969,True
114,v3,v15,20.0,40.0,0.0,0.6,0.2,0.0,16.7959,False
114,v3,v11,20.0,80.0,40.0,0.6,0.4,0.8,15.4949,True
114,v3,v8,20.0,180.02,20.0,0.6,0.9001,0.4,15.0122,True
114,v4,v3,40.0,30.15,30.0,1.0,0.1507,0.6,36.4394,False
114,v4,v7,40.0,70.06,10.0,1.0,0.3503,0.2,36.008,False
114,v4,v15,40.0,70.06,30.0,1.0,0.3503,0.6,35.7069,False
114,v4,v11,40.0,110.04,10.0,1.0,0.5502,0.2,35.6159,False
114,v4,v8,40.0,210.0,10.0,1.0,1.05,0.2,35.0545,True
115,v1,v6,40.0,80.06,30.0,1.0,0.4003,0.6,35.5911,False
115,v1,v5,40.0,110.0,0.0,1.0,0.55,0.0,35.9172,False
115,v1,v13,40.0,170.0,20.0,1.0,0.85,0.4,35.062,True
115,v1,v2,40.0,230.02,10.0,1.0,1.1501,0.2,34.9754,True
115,v1,v10,40.0,250.02,30.0,1.0,1.2501,0.6,34.602,True
