epoch,train_acc,train_loss,train_psnr,test_acc,test_loss,test_psnr,epoch_time
1,0.8135660980810234,0.5762035827646886,2.4332819749503884,0.9462579617834395,0.5267307760229536,2.808446215975816,14.298137664794922
2,0.9517424040511727,0.5137792119085153,2.8947010721479143,0.953125,0.5139545849554098,2.916865677590583,14.332212209701538
3,0.9573893923240938,0.5063922902795551,2.957307268307407,0.9555135350318471,0.5099036473377495,2.9516390622801083,14.290158033370972
4,0.9593716684434968,0.5021955033164542,2.993643261222189,0.961484872611465,0.5084902835879356,2.964208075954656,14.254197597503662
5,0.9609041844349681,0.5009103395473729,3.004724844178157,0.9609872611464968,0.5073940989318168,2.9731137881613083,14.442774534225464
6,0.9610707622601279,0.49996343366245727,3.0129305302207148,0.958797770700637,0.5069878760037149,2.976659181771005,14.413047552108765
7,0.9616371268656716,0.49922539786235104,3.019509106556744,0.9575039808917197,0.5069192894704783,2.9778067260790784,14.483879804611206
8,0.9625699626865671,0.49877846193339015,3.023232064775821,0.9597929936305732,0.5060202316114097,2.985334100237318,14.449292659759521
9,0.9625199893390192,0.49847675065623165,3.025854522231291,0.9602906050955414,0.5059021908766145,2.986242225974988,14.373077869415283
10,0.9626032782515992,0.49864531513343235,3.024393513258586,0.9596934713375797,0.5061097126098195,2.9842256596133967,14.242168664932251
11,0.9631529850746269,0.4990003097858002,3.02141147635893,0.9580015923566879,0.5061261251473882,2.9844669991997397,14.435083866119385
12,0.9635860874200426,0.49901861635479594,3.0211458501022763,0.956906847133758,0.5067633111385783,2.9785504250010106,15.181684970855713
13,0.9616204690831557,0.4999652472513317,3.0131476883695067,0.9581011146496815,0.5078071851259583,2.9696728234078473,14.77756643295288
14,0.9611373933901919,0.500413126623961,3.009136832345015,0.9583996815286624,0.5087257536353579,2.9614612653756596,14.179424047470093
15,0.9617537313432836,0.5012813169183508,3.00133219863306,0.957703025477707,0.5099758409011136,2.9510203022865733,14.45779824256897
16,0.9612873134328358,0.5020131486247598,2.995240090498284,0.9571058917197452,0.5093910927605477,2.9560859294454005,14.309202909469604
17,0.9609375,0.5026279371748092,2.9898405047113705,0.9583996815286624,0.5100752800513225,2.9502084862654376,14.374476671218872
18,0.960820895522388,0.5033236619061244,2.983783666767291,0.9538216560509554,0.5101007785007452,2.950032274434521,14.21950888633728
19,0.9601046108742004,0.5038971795773963,2.978977577264375,0.9571058917197452,0.5106312744556718,2.945914743812221,14.315152168273926
20,0.959088486140725,0.5045664101711976,2.973025279512792,0.9592953821656051,0.5114506245798366,2.9384885920081167,14.322629451751709
